Logging to /home/jonathan/Documents/projects/autoresearch/runs/run_010/run.log
Initial config written to /home/jonathan/Documents/projects/autoresearch/runs/run_010/config.json
Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 341
Model config: {'sequence_len': 2048, 'vocab_size': 341, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 196,416
  value_embeds            : 1,178,496
  lm_head                 : 196,416
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,348,824
Estimated FLOPs per token: 3.940116e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
ROCm: patched InductorBenchmarker (ZeroDivisionError fix)
torch.compile: enabled
Loading checkpoint from /home/jonathan/Documents/projects/autoresearch/runs/run_008/checkpoint.pt...
  Resumed model + optimizer from step 3573, val_bpb=0.7481193737891134
  Resuming with 7201s already trained, 7200s new budget
Time budget: 14401.393909692764s
Gradient accumulation steps: 1

step 03573 (50.0%) | loss: 0.388917 | lrm: 1.00 | dt: 323513ms | tok/sec: 405 | mfu: 0.1% | epoch: 1 | remaining: 6876s    
step 03574 (52.3%) | loss: 0.400780 | lrm: 0.95 | dt: 3192ms | tok/sec: 41,067 | mfu: 11.6% | epoch: 1 | remaining: 6873s    
step 03575 (52.3%) | loss: 0.393499 | lrm: 0.95 | dt: 3191ms | tok/sec: 41,076 | mfu: 11.6% | epoch: 1 | remaining: 6870s    
step 03576 (52.3%) | loss: 0.393053 | lrm: 0.95 | dt: 3190ms | tok/sec: 41,088 | mfu: 11.6% | epoch: 1 | remaining: 6867s    
step 03577 (52.3%) | loss: 0.388047 | lrm: 0.95 | dt: 3199ms | tok/sec: 40,976 | mfu: 11.6% | epoch: 1 | remaining: 6864s    
step 03578 (52.3%) | loss: 0.396830 | lrm: 0.95 | dt: 3190ms | tok/sec: 41,090 | mfu: 11.6% | epoch: 1 | remaining: 6861s    
step 03579 (52.4%) | loss: 0.387555 | lrm: 0.95 | dt: 3195ms | tok/sec: 41,019 | mfu: 11.6% | epoch: 1 | remaining: 6857s    
step 03580 (52.4%) | loss: 0.399160 | lrm: 0.95 | dt: 3186ms | tok/sec: 41,142 | mfu: 11.6% | epoch: 1 | remaining: 6854s    
step 03581 (52.4%) | loss: 0.393017 | lrm: 0.95 | dt: 3191ms | tok/sec: 41,075 | mfu: 11.6% | epoch: 1 | remaining: 6851s    
step 03582 (52.4%) | loss: 0.386205 | lrm: 0.95 | dt: 3191ms | tok/sec: 41,077 | mfu: 11.6% | epoch: 1 | remaining: 6848s    
step 03583 (52.5%) | loss: 0.394148 | lrm: 0.95 | dt: 3190ms | tok/sec: 41,091 | mfu: 11.6% | epoch: 1 | remaining: 6845s    
step 03584 (52.5%) | loss: 0.398483 | lrm: 0.95 | dt: 3187ms | tok/sec: 41,133 | mfu: 11.6% | epoch: 1 | remaining: 6841s    
step 03585 (52.5%) | loss: 0.386607 | lrm: 0.95 | dt: 3197ms | tok/sec: 40,996 | mfu: 11.6% | epoch: 1 | remaining: 6838s    
step 03586 (52.5%) | loss: 0.386549 | lrm: 0.95 | dt: 3189ms | tok/sec: 41,106 | mfu: 11.6% | epoch: 1 | remaining: 6835s    
step 03587 (52.5%) | loss: 0.395098 | lrm: 0.95 | dt: 3188ms | tok/sec: 41,118 | mfu: 11.6% | epoch: 1 | remaining: 6832s    
step 03588 (52.6%) | loss: 0.408959 | lrm: 0.95 | dt: 3183ms | tok/sec: 41,172 | mfu: 11.6% | epoch: 1 | remaining: 6829s    
step 03589 (52.6%) | loss: 0.428205 | lrm: 0.95 | dt: 3195ms | tok/sec: 41,022 | mfu: 11.6% | epoch: 1 | remaining: 6825s    
step 03590 (52.6%) | loss: 0.428393 | lrm: 0.95 | dt: 3198ms | tok/sec: 40,980 | mfu: 11.6% | epoch: 1 | remaining: 6822s    
step 03591 (52.6%) | loss: 0.427458 | lrm: 0.95 | dt: 3187ms | tok/sec: 41,130 | mfu: 11.6% | epoch: 1 | remaining: 6819s    
step 03592 (52.7%) | loss: 0.416986 | lrm: 0.95 | dt: 3188ms | tok/sec: 41,114 | mfu: 11.6% | epoch: 1 | remaining: 6816s    
step 03593 (52.7%) | loss: 0.417057 | lrm: 0.95 | dt: 3199ms | tok/sec: 40,975 | mfu: 11.6% | epoch: 1 | remaining: 6813s    
step 03594 (52.7%) | loss: 0.414759 | lrm: 0.95 | dt: 3199ms | tok/sec: 40,967 | mfu: 11.6% | epoch: 1 | remaining: 6809s    
step 03623 (53.3%) | loss: 0.485618 | lrm: 0.93 | dt: 3191ms | tok/sec: 41,070 | mfu: 11.6% | epoch: 1 | remaining: 6717s    
step 03624 (53.4%) | loss: 0.480180 | lrm: 0.93 | dt: 3191ms | tok/sec: 41,078 | mfu: 11.6% | epoch: 1 | remaining: 6714s    
step 03625 (53.4%) | loss: 0.492989 | lrm: 0.93 | dt: 3199ms | tok/sec: 40,978 | mfu: 11.6% | epoch: 1 | remaining: 6710s    
step 03626 (53.4%) | loss: 0.547916 | lrm: 0.93 | dt: 3185ms | tok/sec: 41,148 | mfu: 11.6% | epoch: 1 | remaining: 6707s    
step 03627 (53.4%) | loss: 0.538956 | lrm: 0.93 | dt: 3188ms | tok/sec: 41,118 | mfu: 11.6% | epoch: 1 | remaining: 6704s    
step 03628 (53.4%) | loss: 0.539876 | lrm: 0.93 | dt: 3189ms | tok/sec: 41,097 | mfu: 11.6% | epoch: 1 | remaining: 6701s    
step 03629 (53.5%) | loss: 0.539238 | lrm: 0.93 | dt: 3186ms | tok/sec: 41,137 | mfu: 11.6% | epoch: 1 | remaining: 6698s    
step 03630 (53.5%) | loss: 0.523008 | lrm: 0.93 | dt: 3197ms | tok/sec: 41,003 | mfu: 11.6% | epoch: 1 | remaining: 6695s    
step 03631 (53.5%) | loss: 0.517237 | lrm: 0.93 | dt: 3184ms | tok/sec: 41,160 | mfu: 11.6% | epoch: 1 | remaining: 6691s    
step 03632 (53.5%) | loss: 0.520783 | lrm: 0.93 | dt: 3192ms | tok/sec: 41,058 | mfu: 11.6% | epoch: 1 | remaining: 6688s    
step 03633 (53.6%) | loss: 0.545713 | lrm: 0.93 | dt: 3189ms | tok/sec: 41,106 | mfu: 11.6% | epoch: 1 | remaining: 6685s    
step 03634 (53.6%) | loss: 0.544962 | lrm: 0.93 | dt: 3191ms | tok/sec: 41,081 | mfu: 11.6% | epoch: 1 | remaining: 6682s    
step 03635 (53.6%) | loss: 0.539418 | lrm: 0.93 | dt: 3196ms | tok/sec: 41,005 | mfu: 11.6% | epoch: 1 | remaining: 6679s    
step 03636 (53.6%) | loss: 0.534471 | lrm: 0.93 | dt: 3188ms | tok/sec: 41,118 | mfu: 11.6% | epoch: 1 | remaining: 6675s    
step 03637 (53.6%) | loss: 0.519351 | lrm: 0.93 | dt: 3198ms | tok/sec: 40,984 | mfu: 11.6% | epoch: 1 | remaining: 6672s    
step 03638 (53.7%) | loss: 0.508810 | lrm: 0.93 | dt: 3184ms | tok/sec: 41,159 | mfu: 11.6% | epoch: 1 | remaining: 6669s    
step 03639 (53.7%) | loss: 0.503795 | lrm: 0.93 | dt: 3188ms | tok/sec: 41,110 | mfu: 11.6% | epoch: 1 | remaining: 6666s    
step 03640 (53.7%) | loss: 0.493019 | lrm: 0.93 | dt: 3186ms | tok/sec: 41,140 | mfu: 11.6% | epoch: 1 | remaining: 6663s    
step 03641 (53.7%) | loss: 0.480643 | lrm: 0.93 | dt: 3189ms | tok/sec: 41,105 | mfu: 11.6% | epoch: 1 | remaining: 6659s    
step 03642 (53.8%) | loss: 0.483287 | lrm: 0.92 | dt: 3195ms | tok/sec: 41,026 | mfu: 11.6% | epoch: 1 | remaining: 6656s    
step 03643 (53.8%) | loss: 0.519315 | lrm: 0.92 | dt: 3189ms | tok/sec: 41,103 | mfu: 11.6% | epoch: 1 | remaining: 6653s    
step 03644 (53.8%) | loss: 0.537155 | lrm: 0.92 | dt: 3189ms | tok/sec: 41,095 | mfu: 11.6% | epoch: 1 | remaining: 6650s    
step 03645 (53.8%) | loss: 0.546683 | lrm: 0.92 | dt: 3186ms | tok/sec: 41,140 | mfu: 11.6% | epoch: 1 | remaining: 6647s    
step 03646 (53.8%) | loss: 0.556549 | lrm: 0.92 | dt: 3191ms | tok/sec: 41,079 | mfu: 11.6% | epoch: 1 | remaining: 6643s    
step 03647 (53.9%) | loss: 0.562037 | lrm: 0.92 | dt: 3192ms | tok/sec: 41,064 | mfu: 11.6% | epoch: 1 | remaining: 6640s    
step 03648 (53.9%) | loss: 0.538059 | lrm: 0.92 | dt: 3193ms | tok/sec: 41,045 | mfu: 11.6% | epoch: 1 | remaining: 6637s    
step 03649 (53.9%) | loss: 0.540371 | lrm: 0.92 | dt: 3186ms | tok/sec: 41,134 | mfu: 11.6% | epoch: 1 | remaining: 6634s    
step 03650 (53.9%) | loss: 0.536795 | lrm: 0.92 | dt: 3194ms | tok/sec: 41,032 | mfu: 11.6% | epoch: 1 | remaining: 6631s    
step 03651 (54.0%) | loss: 0.548459 | lrm: 0.92 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6628s    
step 03652 (54.0%) | loss: 0.542086 | lrm: 0.92 | dt: 3202ms | tok/sec: 40,937 | mfu: 11.6% | epoch: 1 | remaining: 6624s    
step 03653 (54.0%) | loss: 0.532655 | lrm: 0.92 | dt: 3208ms | tok/sec: 40,862 | mfu: 11.6% | epoch: 1 | remaining: 6621s    
step 03654 (54.0%) | loss: 0.524304 | lrm: 0.92 | dt: 3202ms | tok/sec: 40,932 | mfu: 11.6% | epoch: 1 | remaining: 6618s    
step 03655 (54.0%) | loss: 0.532080 | lrm: 0.92 | dt: 3198ms | tok/sec: 40,980 | mfu: 11.6% | epoch: 1 | remaining: 6615s    
step 03656 (54.1%) | loss: 0.524835 | lrm: 0.92 | dt: 3199ms | tok/sec: 40,970 | mfu: 11.6% | epoch: 1 | remaining: 6612s    
step 03657 (54.1%) | loss: 0.512463 | lrm: 0.92 | dt: 3212ms | tok/sec: 40,809 | mfu: 11.5% | epoch: 1 | remaining: 6608s    
step 03658 (54.1%) | loss: 0.507097 | lrm: 0.92 | dt: 3209ms | tok/sec: 40,847 | mfu: 11.6% | epoch: 1 | remaining: 6605s    
step 03659 (54.1%) | loss: 0.509668 | lrm: 0.92 | dt: 3197ms | tok/sec: 40,995 | mfu: 11.6% | epoch: 1 | remaining: 6602s    
step 03660 (54.2%) | loss: 0.495840 | lrm: 0.92 | dt: 3201ms | tok/sec: 40,944 | mfu: 11.6% | epoch: 1 | remaining: 6599s    
step 03661 (54.2%) | loss: 0.484618 | lrm: 0.92 | dt: 3203ms | tok/sec: 40,920 | mfu: 11.6% | epoch: 1 | remaining: 6596s    
step 03662 (54.2%) | loss: 0.499932 | lrm: 0.92 | dt: 3198ms | tok/sec: 40,987 | mfu: 11.6% | epoch: 1 | remaining: 6592s    
step 03663 (54.2%) | loss: 0.493238 | lrm: 0.92 | dt: 3209ms | tok/sec: 40,841 | mfu: 11.6% | epoch: 1 | remaining: 6589s    
step 03664 (54.2%) | loss: 0.507019 | lrm: 0.92 | dt: 3208ms | tok/sec: 40,859 | mfu: 11.6% | epoch: 1 | remaining: 6586s    
step 03665 (54.3%) | loss: 0.504693 | lrm: 0.91 | dt: 3206ms | tok/sec: 40,882 | mfu: 11.6% | epoch: 1 | remaining: 6583s    
step 03666 (54.3%) | loss: 0.502178 | lrm: 0.91 | dt: 3202ms | tok/sec: 40,934 | mfu: 11.6% | epoch: 1 | remaining: 6579s    
step 03667 (54.3%) | loss: 0.496538 | lrm: 0.91 | dt: 3202ms | tok/sec: 40,936 | mfu: 11.6% | epoch: 1 | remaining: 6576s    
step 03668 (54.3%) | loss: 0.484112 | lrm: 0.91 | dt: 3207ms | tok/sec: 40,867 | mfu: 11.6% | epoch: 1 | remaining: 6573s    
step 03669 (54.4%) | loss: 0.498001 | lrm: 0.91 | dt: 3209ms | tok/sec: 40,847 | mfu: 11.6% | epoch: 1 | remaining: 6570s    
step 03670 (54.4%) | loss: 0.504344 | lrm: 0.91 | dt: 3196ms | tok/sec: 41,013 | mfu: 11.6% | epoch: 1 | remaining: 6567s    
step 03671 (54.4%) | loss: 0.501724 | lrm: 0.91 | dt: 3202ms | tok/sec: 40,939 | mfu: 11.6% | epoch: 1 | remaining: 6563s    
step 03672 (54.4%) | loss: 0.497329 | lrm: 0.91 | dt: 3200ms | tok/sec: 40,963 | mfu: 11.6% | epoch: 1 | remaining: 6560s    
step 03673 (54.4%) | loss: 0.504707 | lrm: 0.91 | dt: 3200ms | tok/sec: 40,955 | mfu: 11.6% | epoch: 1 | remaining: 6557s    
step 03674 (54.5%) | loss: 0.503338 | lrm: 0.91 | dt: 3199ms | tok/sec: 40,976 | mfu: 11.6% | epoch: 1 | remaining: 6554s    
step 03675 (54.5%) | loss: 0.503906 | lrm: 0.91 | dt: 3201ms | tok/sec: 40,946 | mfu: 11.6% | epoch: 1 | remaining: 6551s    
step 03676 (54.5%) | loss: 0.491816 | lrm: 0.91 | dt: 3204ms | tok/sec: 40,914 | mfu: 11.6% | epoch: 1 | remaining: 6547s    
step 03677 (54.5%) | loss: 0.489502 | lrm: 0.91 | dt: 3201ms | tok/sec: 40,952 | mfu: 11.6% | epoch: 1 | remaining: 6544s    
step 03678 (54.6%) | loss: 0.501617 | lrm: 0.91 | dt: 3202ms | tok/sec: 40,935 | mfu: 11.6% | epoch: 1 | remaining: 6541s    
step 03679 (54.6%) | loss: 0.497695 | lrm: 0.91 | dt: 3201ms | tok/sec: 40,946 | mfu: 11.6% | epoch: 1 | remaining: 6538s    
step 03680 (54.6%) | loss: 0.507861 | lrm: 0.91 | dt: 3204ms | tok/sec: 40,904 | mfu: 11.6% | epoch: 1 | remaining: 6535s    
step 03681 (54.6%) | loss: 0.514980 | lrm: 0.91 | dt: 3193ms | tok/sec: 41,052 | mfu: 11.6% | epoch: 1 | remaining: 6531s    
step 03682 (54.6%) | loss: 0.515514 | lrm: 0.91 | dt: 3197ms | tok/sec: 40,992 | mfu: 11.6% | epoch: 1 | remaining: 6528s    
step 03683 (54.7%) | loss: 0.576409 | lrm: 0.91 | dt: 3196ms | tok/sec: 41,010 | mfu: 11.6% | epoch: 1 | remaining: 6525s    
step 03684 (54.7%) | loss: 0.598601 | lrm: 0.91 | dt: 3198ms | tok/sec: 40,984 | mfu: 11.6% | epoch: 1 | remaining: 6522s    
step 03685 (54.7%) | loss: 0.599259 | lrm: 0.91 | dt: 3197ms | tok/sec: 40,993 | mfu: 11.6% | epoch: 1 | remaining: 6519s    
step 03686 (54.7%) | loss: 0.575189 | lrm: 0.91 | dt: 3206ms | tok/sec: 40,888 | mfu: 11.6% | epoch: 1 | remaining: 6515s    
step 03687 (54.8%) | loss: 0.560387 | lrm: 0.90 | dt: 3203ms | tok/sec: 40,921 | mfu: 11.6% | epoch: 1 | remaining: 6512s    
step 03688 (54.8%) | loss: 0.539657 | lrm: 0.90 | dt: 3203ms | tok/sec: 40,926 | mfu: 11.6% | epoch: 1 | remaining: 6509s    
step 03689 (54.8%) | loss: 0.542252 | lrm: 0.90 | dt: 3195ms | tok/sec: 41,021 | mfu: 11.6% | epoch: 1 | remaining: 6506s    
step 03690 (54.8%) | loss: 0.546732 | lrm: 0.90 | dt: 3195ms | tok/sec: 41,027 | mfu: 11.6% | epoch: 1 | remaining: 6503s    
step 03691 (54.8%) | loss: 0.531431 | lrm: 0.90 | dt: 3205ms | tok/sec: 40,895 | mfu: 11.6% | epoch: 1 | remaining: 6499s    
step 03692 (54.9%) | loss: 0.534355 | lrm: 0.90 | dt: 3207ms | tok/sec: 40,874 | mfu: 11.6% | epoch: 1 | remaining: 6496s    
step 03693 (54.9%) | loss: 0.531342 | lrm: 0.90 | dt: 3204ms | tok/sec: 40,904 | mfu: 11.6% | epoch: 1 | remaining: 6493s    
step 03694 (54.9%) | loss: 0.522404 | lrm: 0.90 | dt: 3202ms | tok/sec: 40,936 | mfu: 11.6% | epoch: 1 | remaining: 6490s    
step 03695 (54.9%) | loss: 0.524018 | lrm: 0.90 | dt: 3209ms | tok/sec: 40,841 | mfu: 11.6% | epoch: 1 | remaining: 6487s    
step 03696 (55.0%) | loss: 0.514825 | lrm: 0.90 | dt: 3216ms | tok/sec: 40,759 | mfu: 11.5% | epoch: 1 | remaining: 6483s    
step 03697 (55.0%) | loss: 0.514022 | lrm: 0.90 | dt: 3198ms | tok/sec: 40,988 | mfu: 11.6% | epoch: 1 | remaining: 6480s    
step 03698 (55.0%) | loss: 0.527887 | lrm: 0.90 | dt: 3203ms | tok/sec: 40,924 | mfu: 11.6% | epoch: 1 | remaining: 6477s    
step 03699 (55.0%) | loss: 0.512546 | lrm: 0.90 | dt: 3210ms | tok/sec: 40,832 | mfu: 11.5% | epoch: 1 | remaining: 6474s    
step 03700 (55.0%) | loss: 0.498188 | lrm: 0.90 | dt: 3208ms | tok/sec: 40,854 | mfu: 11.6% | epoch: 1 | remaining: 6471s    
step 03701 (55.1%) | loss: 0.488244 | lrm: 0.90 | dt: 3202ms | tok/sec: 40,929 | mfu: 11.6% | epoch: 1 | remaining: 6467s    
step 03702 (55.1%) | loss: 0.468165 | lrm: 0.90 | dt: 3209ms | tok/sec: 40,848 | mfu: 11.6% | epoch: 1 | remaining: 6464s    
step 03703 (55.1%) | loss: 0.468630 | lrm: 0.90 | dt: 3204ms | tok/sec: 40,905 | mfu: 11.6% | epoch: 1 | remaining: 6461s    
step 03704 (55.1%) | loss: 0.475549 | lrm: 0.90 | dt: 3203ms | tok/sec: 40,921 | mfu: 11.6% | epoch: 1 | remaining: 6458s    
step 03705 (55.2%) | loss: 0.473690 | lrm: 0.90 | dt: 3198ms | tok/sec: 40,981 | mfu: 11.6% | epoch: 1 | remaining: 6455s    
step 03706 (55.2%) | loss: 0.473165 | lrm: 0.90 | dt: 3196ms | tok/sec: 41,012 | mfu: 11.6% | epoch: 1 | remaining: 6451s    
step 03707 (55.2%) | loss: 0.463078 | lrm: 0.90 | dt: 3203ms | tok/sec: 40,921 | mfu: 11.6% | epoch: 1 | remaining: 6448s    
step 03708 (55.2%) | loss: 0.478981 | lrm: 0.90 | dt: 3209ms | tok/sec: 40,845 | mfu: 11.6% | epoch: 1 | remaining: 6445s    
step 03709 (55.2%) | loss: 0.471847 | lrm: 0.90 | dt: 3199ms | tok/sec: 40,973 | mfu: 11.6% | epoch: 1 | remaining: 6442s    
step 03710 (55.3%) | loss: 0.487811 | lrm: 0.89 | dt: 3204ms | tok/sec: 40,907 | mfu: 11.6% | epoch: 1 | remaining: 6439s    
