Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 311
Model config: {'sequence_len': 2048, 'vocab_size': 311, 'n_layer': 8, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 119,424
  value_embeds            : 477,696
  lm_head                 : 119,424
  transformer_matrices    : 14,156,544
  scalars                 : 16
  total                   : 14,873,104
Estimated FLOPs per token: 1.328417e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
ROCm detected: torch.compile disabled (enable with PyTorch 2.9+ on ROCm)
Time budget: 600s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 5.740342 | lrm: 1.00 | dt: 1140ms | tok/sec: 57,481 | mfu: 5.5% | epoch: 1 | remaining: 600s    
step 00001 (0.0%) | loss: 6.113998 | lrm: 1.00 | dt: 1051ms | tok/sec: 62,329 | mfu: 5.9% | epoch: 1 | remaining: 600s    
step 00002 (0.0%) | loss: 5.555115 | lrm: 1.00 | dt: 1046ms | tok/sec: 62,632 | mfu: 6.0% | epoch: 1 | remaining: 600s    
step 00003 (0.0%) | loss: 4.862858 | lrm: 1.00 | dt: 1044ms | tok/sec: 62,746 | mfu: 6.0% | epoch: 1 | remaining: 600s    
step 00004 (0.0%) | loss: 4.365533 | lrm: 1.00 | dt: 1047ms | tok/sec: 62,590 | mfu: 6.0% | epoch: 1 | remaining: 600s    
step 00005 (0.0%) | loss: 4.023298 | lrm: 1.00 | dt: 1046ms | tok/sec: 62,652 | mfu: 6.0% | epoch: 1 | remaining: 600s    
step 00006 (0.0%) | loss: 3.781864 | lrm: 1.00 | dt: 1045ms | tok/sec: 62,730 | mfu: 6.0% | epoch: 1 | remaining: 600s    
step 00007 (0.0%) | loss: 3.598164 | lrm: 1.00 | dt: 1048ms | tok/sec: 62,506 | mfu: 6.0% | epoch: 1 | remaining: 600s    
step 00008 (0.0%) | loss: 3.464394 | lrm: 1.00 | dt: 1063ms | tok/sec: 61,656 | mfu: 5.9% | epoch: 1 | remaining: 600s    
step 00009 (0.0%) | loss: 3.364871 | lrm: 1.00 | dt: 1062ms | tok/sec: 61,687 | mfu: 5.9% | epoch: 1 | remaining: 600s    
step 00010 (0.0%) | loss: 3.276936 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,564 | mfu: 5.9% | epoch: 1 | remaining: 600s    
step 00011 (0.0%) | loss: 3.211292 | lrm: 1.00 | dt: 1063ms | tok/sec: 61,667 | mfu: 5.9% | epoch: 1 | remaining: 599s    
step 00012 (0.2%) | loss: 3.154180 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,537 | mfu: 5.9% | epoch: 1 | remaining: 598s    
step 00013 (0.4%) | loss: 3.098442 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,542 | mfu: 5.9% | epoch: 1 | remaining: 597s    
step 00014 (0.5%) | loss: 3.047789 | lrm: 1.00 | dt: 1064ms | tok/sec: 61,589 | mfu: 5.9% | epoch: 1 | remaining: 596s    
step 00015 (0.7%) | loss: 2.993867 | lrm: 1.00 | dt: 1064ms | tok/sec: 61,579 | mfu: 5.9% | epoch: 1 | remaining: 595s    
step 00036 (4.4%) | loss: 2.133895 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,450 | mfu: 5.9% | epoch: 1 | remaining: 572s    
step 00037 (4.6%) | loss: 2.121836 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,391 | mfu: 5.9% | epoch: 1 | remaining: 571s    
step 00038 (4.8%) | loss: 2.096908 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,484 | mfu: 5.9% | epoch: 2 | remaining: 570s    
step 00039 (5.0%) | loss: 2.072841 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,476 | mfu: 5.9% | epoch: 2 | remaining: 569s    
step 00040 (5.2%) | loss: 2.039189 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,467 | mfu: 5.9% | epoch: 2 | remaining: 568s    
step 00041 (5.3%) | loss: 2.024411 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,481 | mfu: 5.9% | epoch: 2 | remaining: 567s    
step 00042 (5.5%) | loss: 1.995454 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,491 | mfu: 5.9% | epoch: 2 | remaining: 566s    
step 00043 (5.7%) | loss: 1.971073 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,394 | mfu: 5.9% | epoch: 2 | remaining: 565s    
step 00044 (5.9%) | loss: 1.957499 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,524 | mfu: 5.9% | epoch: 2 | remaining: 564s    
step 00045 (6.0%) | loss: 1.931557 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,369 | mfu: 5.9% | epoch: 2 | remaining: 563s    
step 00046 (6.2%) | loss: 1.902435 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,458 | mfu: 5.9% | epoch: 2 | remaining: 562s    
step 00047 (6.4%) | loss: 1.875391 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,386 | mfu: 5.9% | epoch: 2 | remaining: 561s    
step 00048 (6.6%) | loss: 1.871511 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,525 | mfu: 5.9% | epoch: 2 | remaining: 559s    
step 00049 (6.8%) | loss: 1.856679 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,401 | mfu: 5.9% | epoch: 2 | remaining: 558s    
step 00050 (6.9%) | loss: 1.842667 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,481 | mfu: 5.9% | epoch: 2 | remaining: 557s    
step 00051 (7.1%) | loss: 1.822252 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,364 | mfu: 5.9% | epoch: 2 | remaining: 556s    
step 00052 (7.3%) | loss: 1.806471 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,456 | mfu: 5.9% | epoch: 2 | remaining: 555s    
step 00053 (7.5%) | loss: 1.794776 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,349 | mfu: 5.9% | epoch: 2 | remaining: 554s    
step 00054 (7.6%) | loss: 1.782660 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,469 | mfu: 5.9% | epoch: 2 | remaining: 553s    
step 00055 (7.8%) | loss: 1.771233 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,367 | mfu: 5.9% | epoch: 2 | remaining: 552s    
step 00056 (8.0%) | loss: 1.759843 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,423 | mfu: 5.9% | epoch: 2 | remaining: 551s    
step 00057 (8.2%) | loss: 1.747873 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,449 | mfu: 5.9% | epoch: 2 | remaining: 550s    
step 00058 (8.4%) | loss: 1.739898 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,484 | mfu: 5.9% | epoch: 2 | remaining: 549s    
step 00059 (8.5%) | loss: 1.737152 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,355 | mfu: 5.9% | epoch: 2 | remaining: 548s    
step 00060 (8.7%) | loss: 1.721847 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,414 | mfu: 5.9% | epoch: 2 | remaining: 547s    
step 00061 (8.9%) | loss: 1.712226 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,363 | mfu: 5.9% | epoch: 2 | remaining: 546s    
step 00062 (9.1%) | loss: 1.704644 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,369 | mfu: 5.9% | epoch: 2 | remaining: 545s    
step 00063 (9.2%) | loss: 1.701599 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,377 | mfu: 5.9% | epoch: 2 | remaining: 543s    
step 00064 (9.4%) | loss: 1.686640 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,464 | mfu: 5.9% | epoch: 2 | remaining: 542s    
step 00065 (9.6%) | loss: 1.677573 | lrm: 1.00 | dt: 1071ms | tok/sec: 61,189 | mfu: 5.8% | epoch: 2 | remaining: 541s    
step 00066 (9.8%) | loss: 1.664355 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,436 | mfu: 5.9% | epoch: 2 | remaining: 540s    
step 00067 (10.0%) | loss: 1.656484 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,421 | mfu: 5.9% | epoch: 2 | remaining: 539s    
step 00068 (10.1%) | loss: 1.653088 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,459 | mfu: 5.9% | epoch: 2 | remaining: 538s    
step 00069 (10.3%) | loss: 1.647756 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,421 | mfu: 5.9% | epoch: 2 | remaining: 537s    
step 00070 (10.5%) | loss: 1.638005 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,401 | mfu: 5.9% | epoch: 2 | remaining: 536s    
step 00071 (10.7%) | loss: 1.614332 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,500 | mfu: 5.9% | epoch: 2 | remaining: 535s    
step 00072 (10.8%) | loss: 1.603335 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,513 | mfu: 5.9% | epoch: 2 | remaining: 534s    
step 00073 (11.0%) | loss: 1.583582 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,455 | mfu: 5.9% | epoch: 2 | remaining: 533s    
step 00074 (11.2%) | loss: 1.575638 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,437 | mfu: 5.9% | epoch: 2 | remaining: 532s    
step 00075 (11.4%) | loss: 1.568725 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,257 | mfu: 5.8% | epoch: 2 | remaining: 531s    
step 00076 (11.6%) | loss: 1.574574 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,472 | mfu: 5.9% | epoch: 2 | remaining: 530s    
step 00077 (11.7%) | loss: 1.582671 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,432 | mfu: 5.9% | epoch: 3 | remaining: 529s    
step 00078 (11.9%) | loss: 1.581413 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,404 | mfu: 5.9% | epoch: 3 | remaining: 527s    
step 00079 (12.1%) | loss: 1.572581 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,341 | mfu: 5.8% | epoch: 3 | remaining: 526s    
step 00080 (12.3%) | loss: 1.569449 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,454 | mfu: 5.9% | epoch: 3 | remaining: 525s    
step 00081 (12.4%) | loss: 1.555205 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,353 | mfu: 5.9% | epoch: 3 | remaining: 524s    
step 00082 (12.6%) | loss: 1.552046 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,460 | mfu: 5.9% | epoch: 3 | remaining: 523s    
step 00083 (12.8%) | loss: 1.544971 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,379 | mfu: 5.9% | epoch: 3 | remaining: 522s    
step 00084 (13.0%) | loss: 1.535579 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,367 | mfu: 5.9% | epoch: 3 | remaining: 521s    
step 00085 (13.2%) | loss: 1.511969 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,375 | mfu: 5.9% | epoch: 3 | remaining: 520s    
step 00086 (13.3%) | loss: 1.493091 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,426 | mfu: 5.9% | epoch: 3 | remaining: 519s    
step 00087 (13.5%) | loss: 1.497753 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,407 | mfu: 5.9% | epoch: 3 | remaining: 518s    
step 00088 (13.7%) | loss: 1.501530 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,403 | mfu: 5.9% | epoch: 3 | remaining: 517s    
step 00089 (13.9%) | loss: 1.491555 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,354 | mfu: 5.9% | epoch: 3 | remaining: 516s    
step 00090 (14.0%) | loss: 1.481849 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,404 | mfu: 5.9% | epoch: 3 | remaining: 515s    
step 00091 (14.2%) | loss: 1.473637 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,463 | mfu: 5.9% | epoch: 3 | remaining: 514s    
step 00092 (14.4%) | loss: 1.466148 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,399 | mfu: 5.9% | epoch: 3 | remaining: 513s    
step 00093 (14.6%) | loss: 1.456633 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,427 | mfu: 5.9% | epoch: 3 | remaining: 511s    
step 00094 (14.8%) | loss: 1.450943 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,343 | mfu: 5.8% | epoch: 3 | remaining: 510s    
step 00095 (14.9%) | loss: 1.452072 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,352 | mfu: 5.9% | epoch: 3 | remaining: 509s    
step 00096 (15.1%) | loss: 1.443415 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,319 | mfu: 5.8% | epoch: 3 | remaining: 508s    
step 00097 (15.3%) | loss: 1.443665 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,456 | mfu: 5.9% | epoch: 3 | remaining: 507s    
step 00098 (15.5%) | loss: 1.450921 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,379 | mfu: 5.9% | epoch: 3 | remaining: 506s    
step 00099 (15.6%) | loss: 1.444700 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,458 | mfu: 5.9% | epoch: 3 | remaining: 505s    
step 00100 (15.8%) | loss: 1.441107 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,401 | mfu: 5.9% | epoch: 3 | remaining: 504s    
step 00101 (16.0%) | loss: 1.436803 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,513 | mfu: 5.9% | epoch: 3 | remaining: 503s    
step 00102 (16.2%) | loss: 1.424577 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,316 | mfu: 5.8% | epoch: 3 | remaining: 502s    
step 00103 (16.4%) | loss: 1.417685 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,333 | mfu: 5.8% | epoch: 3 | remaining: 501s    
step 00104 (16.5%) | loss: 1.413217 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,386 | mfu: 5.9% | epoch: 3 | remaining: 500s    
step 00105 (16.7%) | loss: 1.399692 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,338 | mfu: 5.8% | epoch: 3 | remaining: 499s    
step 00106 (16.9%) | loss: 1.390297 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,365 | mfu: 5.9% | epoch: 3 | remaining: 498s    
step 00107 (17.1%) | loss: 1.382670 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,460 | mfu: 5.9% | epoch: 3 | remaining: 497s    
step 00108 (17.2%) | loss: 1.377661 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,330 | mfu: 5.8% | epoch: 3 | remaining: 495s    
step 00109 (17.4%) | loss: 1.365139 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,425 | mfu: 5.9% | epoch: 3 | remaining: 494s    
step 00110 (17.6%) | loss: 1.337766 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,368 | mfu: 5.9% | epoch: 3 | remaining: 493s    
step 00111 (17.8%) | loss: 1.318192 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,402 | mfu: 5.9% | epoch: 3 | remaining: 492s    
step 00112 (18.0%) | loss: 1.300523 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,325 | mfu: 5.8% | epoch: 3 | remaining: 491s    
step 00113 (18.1%) | loss: 1.290880 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,406 | mfu: 5.9% | epoch: 3 | remaining: 490s    
step 00114 (18.3%) | loss: 1.283843 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,384 | mfu: 5.9% | epoch: 3 | remaining: 489s    
step 00115 (18.5%) | loss: 1.277802 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,440 | mfu: 5.9% | epoch: 3 | remaining: 488s    
step 00116 (18.7%) | loss: 1.298907 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,410 | mfu: 5.9% | epoch: 3 | remaining: 487s    
step 00117 (18.8%) | loss: 1.297454 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,400 | mfu: 5.9% | epoch: 4 | remaining: 486s    
step 00118 (19.0%) | loss: 1.290092 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,406 | mfu: 5.9% | epoch: 4 | remaining: 485s    
step 00119 (19.2%) | loss: 1.283167 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,442 | mfu: 5.9% | epoch: 4 | remaining: 484s    
step 00120 (19.4%) | loss: 1.279001 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,389 | mfu: 5.9% | epoch: 4 | remaining: 483s    
step 00121 (19.6%) | loss: 1.271714 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,450 | mfu: 5.9% | epoch: 4 | remaining: 482s    
step 00122 (19.7%) | loss: 1.267321 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,313 | mfu: 5.8% | epoch: 4 | remaining: 481s    
step 00123 (19.9%) | loss: 1.262448 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,392 | mfu: 5.9% | epoch: 4 | remaining: 479s    
step 00124 (20.1%) | loss: 1.246654 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,367 | mfu: 5.9% | epoch: 4 | remaining: 478s    
step 00125 (20.3%) | loss: 1.226837 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,389 | mfu: 5.9% | epoch: 4 | remaining: 477s    
step 00126 (20.4%) | loss: 1.222629 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,323 | mfu: 5.8% | epoch: 4 | remaining: 476s    
step 00127 (20.6%) | loss: 1.229787 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,497 | mfu: 5.9% | epoch: 4 | remaining: 475s    
step 00128 (20.8%) | loss: 1.221817 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,331 | mfu: 5.8% | epoch: 4 | remaining: 474s    
step 00129 (21.0%) | loss: 1.214019 | lrm: 1.00 | dt: 1064ms | tok/sec: 61,566 | mfu: 5.9% | epoch: 4 | remaining: 473s    
step 00130 (21.2%) | loss: 1.211561 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,356 | mfu: 5.9% | epoch: 4 | remaining: 472s    
step 00131 (21.3%) | loss: 1.199959 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,337 | mfu: 5.8% | epoch: 4 | remaining: 471s    
step 00132 (21.5%) | loss: 1.187901 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,396 | mfu: 5.9% | epoch: 4 | remaining: 470s    
step 00133 (21.7%) | loss: 1.185369 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,456 | mfu: 5.9% | epoch: 4 | remaining: 469s    
step 00134 (21.9%) | loss: 1.182262 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,370 | mfu: 5.9% | epoch: 4 | remaining: 468s    
step 00135 (22.0%) | loss: 1.181268 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,461 | mfu: 5.9% | epoch: 4 | remaining: 467s    
step 00136 (22.2%) | loss: 1.182620 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,358 | mfu: 5.9% | epoch: 4 | remaining: 466s    
step 00137 (22.4%) | loss: 1.185899 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,413 | mfu: 5.9% | epoch: 4 | remaining: 465s    
step 00138 (22.6%) | loss: 1.185756 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,415 | mfu: 5.9% | epoch: 4 | remaining: 463s    
step 00139 (22.8%) | loss: 1.181711 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,322 | mfu: 5.8% | epoch: 4 | remaining: 462s    
step 00140 (22.9%) | loss: 1.177850 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,449 | mfu: 5.9% | epoch: 4 | remaining: 461s    
step 00141 (23.1%) | loss: 1.174652 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,297 | mfu: 5.8% | epoch: 4 | remaining: 460s    
step 00142 (23.3%) | loss: 1.168942 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,466 | mfu: 5.9% | epoch: 4 | remaining: 459s    
step 00143 (23.5%) | loss: 1.164781 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,349 | mfu: 5.9% | epoch: 4 | remaining: 458s    
step 00144 (23.7%) | loss: 1.161658 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,407 | mfu: 5.9% | epoch: 4 | remaining: 457s    
step 00145 (23.8%) | loss: 1.151044 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,270 | mfu: 5.8% | epoch: 4 | remaining: 456s    
step 00146 (24.0%) | loss: 1.146579 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,385 | mfu: 5.9% | epoch: 4 | remaining: 455s    
step 00147 (24.2%) | loss: 1.145387 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,424 | mfu: 5.9% | epoch: 4 | remaining: 454s    
step 00148 (24.4%) | loss: 1.132288 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,399 | mfu: 5.9% | epoch: 4 | remaining: 453s    
step 00149 (24.5%) | loss: 1.115338 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,409 | mfu: 5.9% | epoch: 4 | remaining: 452s    
step 00150 (24.7%) | loss: 1.092750 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,304 | mfu: 5.8% | epoch: 4 | remaining: 451s    
