Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 341
Model config: {'sequence_len': 2048, 'vocab_size': 341, 'n_layer': 8, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 130,944
  value_embeds            : 523,776
  lm_head                 : 130,944
  transformer_matrices    : 14,156,544
  scalars                 : 16
  total                   : 14,942,224
Estimated FLOPs per token: 1.329108e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
ROCm detected: torch.compile disabled (enable with PyTorch 2.9+ on ROCm)
Time budget: 3600s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 5.832342 | lrm: 1.00 | dt: 1130ms | tok/sec: 57,970 | mfu: 5.5% | epoch: 1 | remaining: 3600s    
step 00001 (0.0%) | loss: 6.162698 | lrm: 1.00 | dt: 1050ms | tok/sec: 62,413 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00002 (0.0%) | loss: 5.607717 | lrm: 1.00 | dt: 1042ms | tok/sec: 62,871 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00003 (0.0%) | loss: 4.973770 | lrm: 1.00 | dt: 1041ms | tok/sec: 62,933 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00004 (0.0%) | loss: 4.507493 | lrm: 1.00 | dt: 1046ms | tok/sec: 62,645 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00005 (0.0%) | loss: 4.164863 | lrm: 1.00 | dt: 1044ms | tok/sec: 62,763 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00006 (0.0%) | loss: 4.012963 | lrm: 1.00 | dt: 1043ms | tok/sec: 62,842 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00007 (0.0%) | loss: 3.753751 | lrm: 1.00 | dt: 1040ms | tok/sec: 63,027 | mfu: 6.0% | epoch: 1 | remaining: 3600s    
step 00008 (0.0%) | loss: 3.477452 | lrm: 1.00 | dt: 1053ms | tok/sec: 62,245 | mfu: 5.9% | epoch: 1 | remaining: 3600s    
step 00009 (0.0%) | loss: 3.281945 | lrm: 1.00 | dt: 1061ms | tok/sec: 61,778 | mfu: 5.9% | epoch: 1 | remaining: 3600s    
step 00010 (0.0%) | loss: 3.076693 | lrm: 1.00 | dt: 1057ms | tok/sec: 61,983 | mfu: 5.9% | epoch: 1 | remaining: 3600s    
step 00011 (0.0%) | loss: 2.891715 | lrm: 1.00 | dt: 1057ms | tok/sec: 62,014 | mfu: 5.9% | epoch: 1 | remaining: 3599s    
step 00012 (0.0%) | loss: 2.771806 | lrm: 1.00 | dt: 1059ms | tok/sec: 61,899 | mfu: 5.9% | epoch: 1 | remaining: 3598s    
step 00013 (0.1%) | loss: 2.635273 | lrm: 1.00 | dt: 1060ms | tok/sec: 61,805 | mfu: 5.9% | epoch: 1 | remaining: 3597s    
step 00014 (0.1%) | loss: 2.519248 | lrm: 1.00 | dt: 1063ms | tok/sec: 61,627 | mfu: 5.9% | epoch: 1 | remaining: 3596s    
step 00015 (0.1%) | loss: 2.453756 | lrm: 1.00 | dt: 1059ms | tok/sec: 61,868 | mfu: 5.9% | epoch: 1 | remaining: 3595s    
step 00042 (0.9%) | loss: 1.814138 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,497 | mfu: 5.9% | epoch: 1 | remaining: 3566s    
step 00043 (0.9%) | loss: 1.765988 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,338 | mfu: 5.9% | epoch: 1 | remaining: 3565s    
step 00044 (1.0%) | loss: 1.734520 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,496 | mfu: 5.9% | epoch: 1 | remaining: 3564s    
step 00045 (1.0%) | loss: 1.683303 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,511 | mfu: 5.9% | epoch: 1 | remaining: 3563s    
step 00046 (1.0%) | loss: 1.621632 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,492 | mfu: 5.9% | epoch: 1 | remaining: 3562s    
step 00047 (1.1%) | loss: 1.572012 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,329 | mfu: 5.9% | epoch: 1 | remaining: 3561s    
step 00048 (1.1%) | loss: 1.515704 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,537 | mfu: 5.9% | epoch: 1 | remaining: 3560s    
step 00049 (1.1%) | loss: 1.682996 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,538 | mfu: 5.9% | epoch: 1 | remaining: 3559s    
step 00050 (1.2%) | loss: 1.737975 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,487 | mfu: 5.9% | epoch: 1 | remaining: 3557s    
step 00051 (1.2%) | loss: 1.799505 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,443 | mfu: 5.9% | epoch: 1 | remaining: 3556s    
step 00052 (1.2%) | loss: 1.816340 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,399 | mfu: 5.9% | epoch: 1 | remaining: 3555s    
step 00053 (1.2%) | loss: 1.818968 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,449 | mfu: 5.9% | epoch: 1 | remaining: 3554s    
step 00054 (1.3%) | loss: 1.816725 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,520 | mfu: 5.9% | epoch: 1 | remaining: 3553s    
step 00055 (1.3%) | loss: 1.860876 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,526 | mfu: 5.9% | epoch: 1 | remaining: 3552s    
step 00056 (1.3%) | loss: 1.868219 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,369 | mfu: 5.9% | epoch: 1 | remaining: 3551s    
step 00057 (1.4%) | loss: 1.914496 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,452 | mfu: 5.9% | epoch: 1 | remaining: 3550s    
step 00058 (1.4%) | loss: 1.899363 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,544 | mfu: 5.9% | epoch: 1 | remaining: 3549s    
step 00059 (1.4%) | loss: 1.877068 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,507 | mfu: 5.9% | epoch: 1 | remaining: 3548s    
step 00060 (1.4%) | loss: 1.867186 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,539 | mfu: 5.9% | epoch: 1 | remaining: 3547s    
step 00061 (1.5%) | loss: 1.872099 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,399 | mfu: 5.9% | epoch: 1 | remaining: 3546s    
step 00062 (1.5%) | loss: 1.870999 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,424 | mfu: 5.9% | epoch: 1 | remaining: 3545s    
step 00063 (1.5%) | loss: 1.846674 | lrm: 1.00 | dt: 1064ms | tok/sec: 61,577 | mfu: 5.9% | epoch: 1 | remaining: 3544s    
step 00064 (1.6%) | loss: 1.858465 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,564 | mfu: 5.9% | epoch: 1 | remaining: 3543s    
step 00065 (1.6%) | loss: 1.833398 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,528 | mfu: 5.9% | epoch: 1 | remaining: 3541s    
step 00066 (1.6%) | loss: 1.809662 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,370 | mfu: 5.9% | epoch: 1 | remaining: 3540s    
step 00067 (1.7%) | loss: 1.824965 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,413 | mfu: 5.9% | epoch: 1 | remaining: 3539s    
step 00068 (1.7%) | loss: 1.807309 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,491 | mfu: 5.9% | epoch: 1 | remaining: 3538s    
step 00069 (1.7%) | loss: 1.775808 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,432 | mfu: 5.9% | epoch: 1 | remaining: 3537s    
step 00070 (1.7%) | loss: 1.750238 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,368 | mfu: 5.9% | epoch: 1 | remaining: 3536s    
step 00071 (1.8%) | loss: 1.709113 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,269 | mfu: 5.8% | epoch: 1 | remaining: 3535s    
step 00072 (1.8%) | loss: 1.707392 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,437 | mfu: 5.9% | epoch: 1 | remaining: 3534s    
step 00073 (1.8%) | loss: 1.670913 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,513 | mfu: 5.9% | epoch: 1 | remaining: 3533s    
step 00074 (1.9%) | loss: 1.626441 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,384 | mfu: 5.9% | epoch: 1 | remaining: 3532s    
step 00075 (1.9%) | loss: 1.589026 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,419 | mfu: 5.9% | epoch: 1 | remaining: 3531s    
step 00076 (1.9%) | loss: 1.545538 | lrm: 1.00 | dt: 1071ms | tok/sec: 61,217 | mfu: 5.8% | epoch: 1 | remaining: 3530s    
step 00077 (2.0%) | loss: 1.503523 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,406 | mfu: 5.9% | epoch: 1 | remaining: 3529s    
step 00078 (2.0%) | loss: 1.482508 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,412 | mfu: 5.9% | epoch: 1 | remaining: 3528s    
step 00079 (2.0%) | loss: 1.531589 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,527 | mfu: 5.9% | epoch: 1 | remaining: 3527s    
step 00080 (2.0%) | loss: 1.509381 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,352 | mfu: 5.9% | epoch: 1 | remaining: 3525s    
step 00081 (2.1%) | loss: 1.510107 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,349 | mfu: 5.9% | epoch: 1 | remaining: 3524s    
step 00082 (2.1%) | loss: 1.523555 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,425 | mfu: 5.9% | epoch: 1 | remaining: 3523s    
step 00083 (2.1%) | loss: 1.472242 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,487 | mfu: 5.9% | epoch: 1 | remaining: 3522s    
step 00084 (2.2%) | loss: 1.420329 | lrm: 1.00 | dt: 1065ms | tok/sec: 61,517 | mfu: 5.9% | epoch: 1 | remaining: 3521s    
step 00085 (2.2%) | loss: 1.459695 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,245 | mfu: 5.8% | epoch: 1 | remaining: 3520s    
step 00086 (2.2%) | loss: 1.494651 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,407 | mfu: 5.9% | epoch: 1 | remaining: 3519s    
step 00087 (2.2%) | loss: 1.531660 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,471 | mfu: 5.9% | epoch: 1 | remaining: 3518s    
step 00088 (2.3%) | loss: 1.528971 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,411 | mfu: 5.9% | epoch: 1 | remaining: 3517s    
step 00089 (2.3%) | loss: 1.510888 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,369 | mfu: 5.9% | epoch: 1 | remaining: 3516s    
step 00090 (2.3%) | loss: 1.502414 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,304 | mfu: 5.8% | epoch: 1 | remaining: 3515s    
step 00091 (2.4%) | loss: 1.492560 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,479 | mfu: 5.9% | epoch: 1 | remaining: 3514s    
step 00092 (2.4%) | loss: 1.477471 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,477 | mfu: 5.9% | epoch: 1 | remaining: 3513s    
step 00093 (2.4%) | loss: 1.467313 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,499 | mfu: 5.9% | epoch: 1 | remaining: 3512s    
step 00094 (2.5%) | loss: 1.476049 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,371 | mfu: 5.9% | epoch: 1 | remaining: 3511s    
step 00095 (2.5%) | loss: 1.451494 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,373 | mfu: 5.9% | epoch: 1 | remaining: 3509s    
step 00096 (2.5%) | loss: 1.458966 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,470 | mfu: 5.9% | epoch: 1 | remaining: 3508s    
step 00097 (2.5%) | loss: 1.437722 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,420 | mfu: 5.9% | epoch: 1 | remaining: 3507s    
step 00098 (2.6%) | loss: 1.448006 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,429 | mfu: 5.9% | epoch: 1 | remaining: 3506s    
step 00099 (2.6%) | loss: 1.399153 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,274 | mfu: 5.8% | epoch: 1 | remaining: 3505s    
step 00100 (2.6%) | loss: 1.355290 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,334 | mfu: 5.9% | epoch: 1 | remaining: 3504s    
step 00101 (2.7%) | loss: 1.323352 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,334 | mfu: 5.9% | epoch: 1 | remaining: 3503s    
step 00102 (2.7%) | loss: 1.353644 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,364 | mfu: 5.9% | epoch: 1 | remaining: 3502s    
step 00103 (2.7%) | loss: 1.382033 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,445 | mfu: 5.9% | epoch: 1 | remaining: 3501s    
step 00104 (2.8%) | loss: 1.440314 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,226 | mfu: 5.8% | epoch: 1 | remaining: 3500s    
step 00105 (2.8%) | loss: 1.487958 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,373 | mfu: 5.9% | epoch: 1 | remaining: 3499s    
step 00106 (2.8%) | loss: 1.521323 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,423 | mfu: 5.9% | epoch: 1 | remaining: 3498s    
step 00107 (2.8%) | loss: 1.537724 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,390 | mfu: 5.9% | epoch: 1 | remaining: 3497s    
step 00108 (2.9%) | loss: 1.509493 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,420 | mfu: 5.9% | epoch: 1 | remaining: 3496s    
step 00109 (2.9%) | loss: 1.471571 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,300 | mfu: 5.8% | epoch: 1 | remaining: 3495s    
step 00110 (2.9%) | loss: 1.507598 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,372 | mfu: 5.9% | epoch: 1 | remaining: 3493s    
step 00111 (3.0%) | loss: 1.502183 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,391 | mfu: 5.9% | epoch: 1 | remaining: 3492s    
step 00112 (3.0%) | loss: 1.507026 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,394 | mfu: 5.9% | epoch: 1 | remaining: 3491s    
step 00113 (3.0%) | loss: 1.494370 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,241 | mfu: 5.8% | epoch: 1 | remaining: 3490s    
step 00114 (3.0%) | loss: 1.498534 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,423 | mfu: 5.9% | epoch: 1 | remaining: 3489s    
step 00115 (3.1%) | loss: 1.488324 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,449 | mfu: 5.9% | epoch: 1 | remaining: 3488s    
step 00116 (3.1%) | loss: 1.483713 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,491 | mfu: 5.9% | epoch: 1 | remaining: 3487s    
step 00117 (3.1%) | loss: 1.452976 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,477 | mfu: 5.9% | epoch: 1 | remaining: 3486s    
step 00118 (3.2%) | loss: 1.430406 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,226 | mfu: 5.8% | epoch: 1 | remaining: 3485s    
step 00119 (3.2%) | loss: 1.416231 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,394 | mfu: 5.9% | epoch: 1 | remaining: 3484s    
step 00120 (3.2%) | loss: 1.416900 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,408 | mfu: 5.9% | epoch: 1 | remaining: 3483s    
step 00121 (3.3%) | loss: 1.428158 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,345 | mfu: 5.9% | epoch: 1 | remaining: 3482s    
step 00122 (3.3%) | loss: 1.413642 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,370 | mfu: 5.9% | epoch: 1 | remaining: 3481s    
step 00123 (3.3%) | loss: 1.424020 | lrm: 1.00 | dt: 1071ms | tok/sec: 61,185 | mfu: 5.8% | epoch: 1 | remaining: 3480s    
step 00124 (3.3%) | loss: 1.434207 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,427 | mfu: 5.9% | epoch: 1 | remaining: 3478s    
step 00125 (3.4%) | loss: 1.445391 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,425 | mfu: 5.9% | epoch: 1 | remaining: 3477s    
step 00126 (3.4%) | loss: 1.458614 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,466 | mfu: 5.9% | epoch: 1 | remaining: 3476s    
step 00127 (3.4%) | loss: 1.462846 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,373 | mfu: 5.9% | epoch: 1 | remaining: 3475s    
step 00128 (3.5%) | loss: 1.463224 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,275 | mfu: 5.8% | epoch: 1 | remaining: 3474s    
step 00129 (3.5%) | loss: 1.455655 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,323 | mfu: 5.9% | epoch: 1 | remaining: 3473s    
step 00130 (3.5%) | loss: 1.459521 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,366 | mfu: 5.9% | epoch: 1 | remaining: 3472s    
step 00131 (3.6%) | loss: 1.458919 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,384 | mfu: 5.9% | epoch: 1 | remaining: 3471s    
step 00132 (3.6%) | loss: 1.456900 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,360 | mfu: 5.9% | epoch: 1 | remaining: 3470s    
step 00133 (3.6%) | loss: 1.451585 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,225 | mfu: 5.8% | epoch: 1 | remaining: 3469s    
step 00134 (3.6%) | loss: 1.430242 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,453 | mfu: 5.9% | epoch: 1 | remaining: 3468s    
step 00135 (3.7%) | loss: 1.403534 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,355 | mfu: 5.9% | epoch: 1 | remaining: 3467s    
step 00136 (3.7%) | loss: 1.383388 | lrm: 1.00 | dt: 1066ms | tok/sec: 61,463 | mfu: 5.9% | epoch: 1 | remaining: 3466s    
step 00137 (3.7%) | loss: 1.402845 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,289 | mfu: 5.8% | epoch: 1 | remaining: 3465s    
step 00138 (3.8%) | loss: 1.414353 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,360 | mfu: 5.9% | epoch: 1 | remaining: 3464s    
step 00139 (3.8%) | loss: 1.433787 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,395 | mfu: 5.9% | epoch: 1 | remaining: 3462s    
step 00140 (3.8%) | loss: 1.438087 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,353 | mfu: 5.9% | epoch: 1 | remaining: 3461s    
step 00141 (3.8%) | loss: 1.445564 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,381 | mfu: 5.9% | epoch: 1 | remaining: 3460s    
step 00142 (3.9%) | loss: 1.457181 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,272 | mfu: 5.8% | epoch: 1 | remaining: 3459s    
step 00143 (3.9%) | loss: 1.452040 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,352 | mfu: 5.9% | epoch: 1 | remaining: 3458s    
step 00144 (3.9%) | loss: 1.445042 | lrm: 1.00 | dt: 1069ms | tok/sec: 61,329 | mfu: 5.9% | epoch: 1 | remaining: 3457s    
step 00145 (4.0%) | loss: 1.427727 | lrm: 1.00 | dt: 1067ms | tok/sec: 61,415 | mfu: 5.9% | epoch: 1 | remaining: 3456s    
step 00146 (4.0%) | loss: 1.442482 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,380 | mfu: 5.9% | epoch: 1 | remaining: 3455s    
step 00147 (4.0%) | loss: 1.446118 | lrm: 1.00 | dt: 1070ms | tok/sec: 61,241 | mfu: 5.8% | epoch: 1 | remaining: 3454s    
step 00148 (4.1%) | loss: 1.446541 | lrm: 1.00 | dt: 1068ms | tok/sec: 61,372 | mfu: 5.9% | epoch: 1 | remaining: 3453s    
