Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 311
Model config: {'sequence_len': 2048, 'vocab_size': 311, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 179,136
  value_embeds            : 1,074,816
  lm_head                 : 179,136
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,210,584
Estimated FLOPs per token: 3.939080e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
ROCm detected: torch.compile disabled (enable with PyTorch 2.9+ on ROCm)
Time budget: 3600s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 5.741235 | lrm: 1.00 | dt: 4911ms | tok/sec: 26,691 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00001 (0.0%) | loss: 6.205927 | lrm: 1.00 | dt: 4894ms | tok/sec: 26,782 | mfu: 7.6% | epoch: 1 | remaining: 3600s    
step 00002 (0.0%) | loss: 5.581963 | lrm: 1.00 | dt: 4964ms | tok/sec: 26,405 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00003 (0.0%) | loss: 4.872230 | lrm: 1.00 | dt: 4966ms | tok/sec: 26,391 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00004 (0.0%) | loss: 4.390814 | lrm: 1.00 | dt: 4967ms | tok/sec: 26,388 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00005 (0.0%) | loss: 4.054839 | lrm: 1.00 | dt: 4972ms | tok/sec: 26,359 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00006 (0.0%) | loss: 3.822780 | lrm: 1.00 | dt: 4971ms | tok/sec: 26,367 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00007 (0.0%) | loss: 3.654162 | lrm: 1.00 | dt: 4968ms | tok/sec: 26,383 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00008 (0.0%) | loss: 3.514246 | lrm: 1.00 | dt: 4973ms | tok/sec: 26,354 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00009 (0.0%) | loss: 3.381420 | lrm: 1.00 | dt: 4978ms | tok/sec: 26,332 | mfu: 7.4% | epoch: 1 | remaining: 3600s    
step 00010 (0.0%) | loss: 3.311764 | lrm: 1.00 | dt: 4983ms | tok/sec: 26,306 | mfu: 7.4% | epoch: 1 | remaining: 3600s    
step 00011 (0.0%) | loss: 3.243389 | lrm: 1.00 | dt: 4989ms | tok/sec: 26,272 | mfu: 7.4% | epoch: 1 | remaining: 3595s    
step 00012 (0.1%) | loss: 3.179795 | lrm: 1.00 | dt: 4990ms | tok/sec: 26,267 | mfu: 7.4% | epoch: 1 | remaining: 3590s    
step 00013 (0.3%) | loss: 3.102501 | lrm: 1.00 | dt: 4987ms | tok/sec: 26,281 | mfu: 7.4% | epoch: 1 | remaining: 3585s    
step 00014 (0.4%) | loss: 3.061073 | lrm: 1.00 | dt: 4988ms | tok/sec: 26,276 | mfu: 7.4% | epoch: 1 | remaining: 3580s    
step 00015 (0.6%) | loss: 3.040639 | lrm: 1.00 | dt: 4991ms | tok/sec: 26,259 | mfu: 7.4% | epoch: 1 | remaining: 3575s    
step 00036 (3.5%) | loss: 2.123675 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,203 | mfu: 7.4% | epoch: 2 | remaining: 3470s    
step 00037 (3.6%) | loss: 2.095494 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,167 | mfu: 7.4% | epoch: 2 | remaining: 3465s    
step 00038 (3.7%) | loss: 2.074870 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,193 | mfu: 7.4% | epoch: 3 | remaining: 3460s    
step 00039 (3.9%) | loss: 2.048726 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,164 | mfu: 7.4% | epoch: 3 | remaining: 3455s    
step 00040 (4.0%) | loss: 2.022633 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,184 | mfu: 7.4% | epoch: 3 | remaining: 3450s    
step 00041 (4.2%) | loss: 2.000151 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,202 | mfu: 7.4% | epoch: 3 | remaining: 3445s    
step 00042 (4.3%) | loss: 1.972779 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,193 | mfu: 7.4% | epoch: 3 | remaining: 3440s    
step 00043 (4.4%) | loss: 1.947405 | lrm: 1.00 | dt: 5003ms | tok/sec: 26,200 | mfu: 7.4% | epoch: 3 | remaining: 3435s    
step 00044 (4.6%) | loss: 1.930880 | lrm: 1.00 | dt: 5003ms | tok/sec: 26,200 | mfu: 7.4% | epoch: 3 | remaining: 3430s    
step 00045 (4.7%) | loss: 1.905641 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,195 | mfu: 7.4% | epoch: 3 | remaining: 3425s    
step 00046 (4.9%) | loss: 1.886666 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,173 | mfu: 7.4% | epoch: 3 | remaining: 3420s    
step 00047 (5.0%) | loss: 1.870659 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,168 | mfu: 7.4% | epoch: 3 | remaining: 3415s    
step 00048 (5.1%) | loss: 1.852439 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,185 | mfu: 7.4% | epoch: 3 | remaining: 3410s    
step 00049 (5.3%) | loss: 1.835749 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,208 | mfu: 7.4% | epoch: 3 | remaining: 3405s    
step 00050 (5.4%) | loss: 1.817911 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,181 | mfu: 7.4% | epoch: 3 | remaining: 3400s    
step 00051 (5.6%) | loss: 1.800303 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,183 | mfu: 7.4% | epoch: 3 | remaining: 3395s    
step 00052 (5.7%) | loss: 1.785263 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,191 | mfu: 7.4% | epoch: 3 | remaining: 3390s    
step 00053 (5.8%) | loss: 1.768432 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,174 | mfu: 7.4% | epoch: 3 | remaining: 3385s    
step 00054 (6.0%) | loss: 1.760176 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,168 | mfu: 7.4% | epoch: 3 | remaining: 3380s    
step 00055 (6.1%) | loss: 1.736995 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,185 | mfu: 7.4% | epoch: 3 | remaining: 3375s    
step 00056 (6.3%) | loss: 1.719045 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,192 | mfu: 7.4% | epoch: 3 | remaining: 3370s    
step 00057 (6.4%) | loss: 1.705279 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,169 | mfu: 7.4% | epoch: 3 | remaining: 3365s    
step 00058 (6.5%) | loss: 1.704754 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,175 | mfu: 7.4% | epoch: 4 | remaining: 3360s    
step 00059 (6.7%) | loss: 1.690505 | lrm: 1.00 | dt: 5010ms | tok/sec: 26,162 | mfu: 7.4% | epoch: 4 | remaining: 3355s    
step 00060 (6.8%) | loss: 1.677462 | lrm: 1.00 | dt: 5032ms | tok/sec: 26,048 | mfu: 7.4% | epoch: 4 | remaining: 3350s    
step 00061 (6.9%) | loss: 1.665461 | lrm: 1.00 | dt: 5036ms | tok/sec: 26,028 | mfu: 7.4% | epoch: 4 | remaining: 3345s    
step 00062 (7.1%) | loss: 1.644971 | lrm: 1.00 | dt: 5015ms | tok/sec: 26,138 | mfu: 7.4% | epoch: 4 | remaining: 3340s    
step 00063 (7.2%) | loss: 1.635732 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,186 | mfu: 7.4% | epoch: 4 | remaining: 3335s    
step 00064 (7.4%) | loss: 1.619970 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,187 | mfu: 7.4% | epoch: 4 | remaining: 3330s    
step 00065 (7.5%) | loss: 1.607207 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,174 | mfu: 7.4% | epoch: 4 | remaining: 3325s    
step 00066 (7.6%) | loss: 1.594196 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,188 | mfu: 7.4% | epoch: 4 | remaining: 3320s    
step 00067 (7.8%) | loss: 1.584105 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,187 | mfu: 7.4% | epoch: 4 | remaining: 3315s    
step 00068 (7.9%) | loss: 1.575941 | lrm: 1.00 | dt: 5010ms | tok/sec: 26,159 | mfu: 7.4% | epoch: 4 | remaining: 3310s    
step 00069 (8.1%) | loss: 1.568517 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,168 | mfu: 7.4% | epoch: 4 | remaining: 3305s    
step 00070 (8.2%) | loss: 1.556922 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,182 | mfu: 7.4% | epoch: 4 | remaining: 3300s    
step 00071 (8.3%) | loss: 1.545423 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,171 | mfu: 7.4% | epoch: 4 | remaining: 3295s    
step 00072 (8.5%) | loss: 1.530171 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,176 | mfu: 7.4% | epoch: 4 | remaining: 3290s    
step 00073 (8.6%) | loss: 1.518254 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,166 | mfu: 7.4% | epoch: 4 | remaining: 3285s    
step 00074 (8.8%) | loss: 1.501182 | lrm: 1.00 | dt: 5011ms | tok/sec: 26,157 | mfu: 7.4% | epoch: 4 | remaining: 3280s    
step 00075 (8.9%) | loss: 1.478252 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,171 | mfu: 7.4% | epoch: 4 | remaining: 3275s    
step 00076 (9.0%) | loss: 1.462495 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,169 | mfu: 7.4% | epoch: 4 | remaining: 3270s    
step 00077 (9.2%) | loss: 1.459903 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,166 | mfu: 7.4% | epoch: 5 | remaining: 3265s    
step 00078 (9.3%) | loss: 1.455802 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,180 | mfu: 7.4% | epoch: 5 | remaining: 3260s    
step 00079 (9.5%) | loss: 1.446918 | lrm: 1.00 | dt: 5003ms | tok/sec: 26,198 | mfu: 7.4% | epoch: 5 | remaining: 3255s    
step 00080 (9.6%) | loss: 1.432976 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,178 | mfu: 7.4% | epoch: 5 | remaining: 3250s    
step 00081 (9.7%) | loss: 1.423100 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,191 | mfu: 7.4% | epoch: 5 | remaining: 3245s    
step 00082 (9.9%) | loss: 1.399360 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,185 | mfu: 7.4% | epoch: 5 | remaining: 3240s    
step 00083 (10.0%) | loss: 1.398254 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,186 | mfu: 7.4% | epoch: 5 | remaining: 3235s    
step 00084 (10.1%) | loss: 1.385596 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,190 | mfu: 7.4% | epoch: 5 | remaining: 3230s    
step 00085 (10.3%) | loss: 1.373554 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,190 | mfu: 7.4% | epoch: 5 | remaining: 3225s    
step 00086 (10.4%) | loss: 1.362964 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,190 | mfu: 7.4% | epoch: 5 | remaining: 3220s    
step 00087 (10.6%) | loss: 1.355932 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,180 | mfu: 7.4% | epoch: 5 | remaining: 3215s    
step 00088 (10.7%) | loss: 1.350656 | lrm: 1.00 | dt: 5010ms | tok/sec: 26,164 | mfu: 7.4% | epoch: 5 | remaining: 3210s    
step 00089 (10.8%) | loss: 1.345315 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,172 | mfu: 7.4% | epoch: 5 | remaining: 3205s    
step 00090 (11.0%) | loss: 1.337682 | lrm: 1.00 | dt: 5010ms | tok/sec: 26,161 | mfu: 7.4% | epoch: 5 | remaining: 3200s    
step 00091 (11.1%) | loss: 1.328967 | lrm: 1.00 | dt: 5012ms | tok/sec: 26,151 | mfu: 7.4% | epoch: 5 | remaining: 3195s    
step 00092 (11.3%) | loss: 1.317306 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,165 | mfu: 7.4% | epoch: 5 | remaining: 3190s    
step 00093 (11.4%) | loss: 1.303977 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,170 | mfu: 7.4% | epoch: 5 | remaining: 3185s    
step 00094 (11.5%) | loss: 1.278708 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,183 | mfu: 7.4% | epoch: 5 | remaining: 3180s    
step 00095 (11.7%) | loss: 1.254632 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,168 | mfu: 7.4% | epoch: 5 | remaining: 3175s    
step 00096 (11.8%) | loss: 1.238038 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,173 | mfu: 7.4% | epoch: 5 | remaining: 3170s    
step 00097 (12.0%) | loss: 1.243888 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,194 | mfu: 7.4% | epoch: 6 | remaining: 3165s    
step 00098 (12.1%) | loss: 1.237869 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,183 | mfu: 7.4% | epoch: 6 | remaining: 3160s    
step 00099 (12.2%) | loss: 1.229041 | lrm: 1.00 | dt: 5010ms | tok/sec: 26,163 | mfu: 7.4% | epoch: 6 | remaining: 3155s    
step 00100 (12.4%) | loss: 1.223820 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,192 | mfu: 7.4% | epoch: 6 | remaining: 3150s    
step 00101 (12.5%) | loss: 1.208798 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,183 | mfu: 7.4% | epoch: 6 | remaining: 3145s    
step 00102 (12.7%) | loss: 1.196520 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,193 | mfu: 7.4% | epoch: 6 | remaining: 3140s    
step 00103 (12.8%) | loss: 1.189188 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,181 | mfu: 7.4% | epoch: 6 | remaining: 3135s    
step 00104 (12.9%) | loss: 1.177635 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,189 | mfu: 7.4% | epoch: 6 | remaining: 3130s    
step 00105 (13.1%) | loss: 1.164362 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,169 | mfu: 7.4% | epoch: 6 | remaining: 3125s    
step 00106 (13.2%) | loss: 1.159528 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,180 | mfu: 7.4% | epoch: 6 | remaining: 3120s    
step 00107 (13.3%) | loss: 1.157675 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,205 | mfu: 7.4% | epoch: 6 | remaining: 3115s    
step 00108 (13.5%) | loss: 1.158080 | lrm: 1.00 | dt: 5009ms | tok/sec: 26,167 | mfu: 7.4% | epoch: 6 | remaining: 3110s    
step 00109 (13.6%) | loss: 1.153805 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,195 | mfu: 7.4% | epoch: 6 | remaining: 3105s    
step 00110 (13.8%) | loss: 1.143837 | lrm: 1.00 | dt: 5008ms | tok/sec: 26,173 | mfu: 7.4% | epoch: 6 | remaining: 3100s    
step 00111 (13.9%) | loss: 1.136646 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,194 | mfu: 7.4% | epoch: 6 | remaining: 3095s    
step 00112 (14.0%) | loss: 1.129483 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,214 | mfu: 7.4% | epoch: 6 | remaining: 3090s    
step 00113 (14.2%) | loss: 1.117520 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,177 | mfu: 7.4% | epoch: 6 | remaining: 3084s    
step 00114 (14.3%) | loss: 1.091831 | lrm: 1.00 | dt: 5003ms | tok/sec: 26,199 | mfu: 7.4% | epoch: 6 | remaining: 3079s    
step 00115 (14.5%) | loss: 1.072977 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,201 | mfu: 7.4% | epoch: 6 | remaining: 3074s    
step 00116 (14.6%) | loss: 1.061983 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,208 | mfu: 7.4% | epoch: 6 | remaining: 3069s    
step 00117 (14.7%) | loss: 1.068293 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,213 | mfu: 7.4% | epoch: 7 | remaining: 3064s    
step 00118 (14.9%) | loss: 1.059916 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,184 | mfu: 7.4% | epoch: 7 | remaining: 3059s    
step 00119 (15.0%) | loss: 1.055616 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,206 | mfu: 7.4% | epoch: 7 | remaining: 3054s    
step 00120 (15.2%) | loss: 1.051578 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,194 | mfu: 7.4% | epoch: 7 | remaining: 3049s    
step 00121 (15.3%) | loss: 1.035989 | lrm: 1.00 | dt: 5005ms | tok/sec: 26,189 | mfu: 7.4% | epoch: 7 | remaining: 3044s    
step 00122 (15.4%) | loss: 1.033118 | lrm: 1.00 | dt: 5003ms | tok/sec: 26,200 | mfu: 7.4% | epoch: 7 | remaining: 3039s    
step 00123 (15.6%) | loss: 1.023023 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,194 | mfu: 7.4% | epoch: 7 | remaining: 3034s    
step 00124 (15.7%) | loss: 1.012748 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,179 | mfu: 7.4% | epoch: 7 | remaining: 3029s    
step 00125 (15.8%) | loss: 1.000771 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,214 | mfu: 7.4% | epoch: 7 | remaining: 3024s    
step 00126 (16.0%) | loss: 0.994454 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,206 | mfu: 7.4% | epoch: 7 | remaining: 3019s    
step 00127 (16.1%) | loss: 0.993055 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,208 | mfu: 7.4% | epoch: 7 | remaining: 3014s    
step 00128 (16.3%) | loss: 0.989541 | lrm: 1.00 | dt: 5006ms | tok/sec: 26,183 | mfu: 7.4% | epoch: 7 | remaining: 3009s    
step 00129 (16.4%) | loss: 0.985312 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,195 | mfu: 7.4% | epoch: 7 | remaining: 3004s    
step 00130 (16.5%) | loss: 0.978957 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,195 | mfu: 7.4% | epoch: 7 | remaining: 2999s    
step 00131 (16.7%) | loss: 0.971751 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,206 | mfu: 7.4% | epoch: 7 | remaining: 2994s    
step 00132 (16.8%) | loss: 0.968729 | lrm: 1.00 | dt: 4999ms | tok/sec: 26,217 | mfu: 7.4% | epoch: 7 | remaining: 2989s    
step 00133 (17.0%) | loss: 0.951030 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,210 | mfu: 7.4% | epoch: 7 | remaining: 2984s    
step 00134 (17.1%) | loss: 0.931007 | lrm: 1.00 | dt: 5007ms | tok/sec: 26,175 | mfu: 7.4% | epoch: 7 | remaining: 2979s    
step 00135 (17.2%) | loss: 0.913982 | lrm: 1.00 | dt: 5004ms | tok/sec: 26,194 | mfu: 7.4% | epoch: 7 | remaining: 2974s    
step 00136 (17.4%) | loss: 0.912518 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,206 | mfu: 7.4% | epoch: 8 | remaining: 2969s    
step 00137 (17.5%) | loss: 0.912494 | lrm: 1.00 | dt: 4999ms | tok/sec: 26,218 | mfu: 7.4% | epoch: 8 | remaining: 2964s    
step 00138 (17.7%) | loss: 0.912331 | lrm: 1.00 | dt: 4999ms | tok/sec: 26,218 | mfu: 7.4% | epoch: 8 | remaining: 2959s    
step 00139 (17.8%) | loss: 0.907140 | lrm: 1.00 | dt: 4996ms | tok/sec: 26,236 | mfu: 7.4% | epoch: 8 | remaining: 2954s    
step 00140 (17.9%) | loss: 0.903082 | lrm: 1.00 | dt: 4998ms | tok/sec: 26,226 | mfu: 7.4% | epoch: 8 | remaining: 2949s    
step 00141 (18.1%) | loss: 0.883526 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,214 | mfu: 7.4% | epoch: 8 | remaining: 2944s    
step 00142 (18.2%) | loss: 0.889904 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,216 | mfu: 7.4% | epoch: 8 | remaining: 2939s    
step 00143 (18.3%) | loss: 0.880381 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,215 | mfu: 7.4% | epoch: 8 | remaining: 2934s    
step 00144 (18.5%) | loss: 0.870783 | lrm: 1.00 | dt: 4999ms | tok/sec: 26,218 | mfu: 7.4% | epoch: 8 | remaining: 2929s    
step 00145 (18.6%) | loss: 0.861934 | lrm: 1.00 | dt: 5000ms | tok/sec: 26,213 | mfu: 7.4% | epoch: 8 | remaining: 2924s    
step 00146 (18.8%) | loss: 0.856395 | lrm: 1.00 | dt: 5002ms | tok/sec: 26,201 | mfu: 7.4% | epoch: 8 | remaining: 2919s    
step 00147 (18.9%) | loss: 0.853067 | lrm: 1.00 | dt: 5001ms | tok/sec: 26,207 | mfu: 7.4% | epoch: 8 | remaining: 2914s    
step 00148 (19.0%) | loss: 0.849131 | lrm: 1.00 | dt: 4996ms | tok/sec: 26,235 | mfu: 7.4% | epoch: 8 | remaining: 2909s    
