Logging to /home/jonathan/Documents/projects/autoresearch/runs/run_022/run.log
Initial config written to /home/jonathan/Documents/projects/autoresearch/runs/run_022/config.json
Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 402
Model config: {'sequence_len': 8192, 'vocab_size': 402, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 231,552
  value_embeds            : 1,389,312
  lm_head                 : 231,552
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,629,912
Estimated FLOPs per token: 7.127274e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
ROCm: patched InductorBenchmarker (ZeroDivisionError fix)
torch.compile: enabled
Time budget: 57600s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 5.995856 | lrm: 1.00 | dt: 7284ms | tok/sec: 17,993 | mfu: 9.2% | epoch: 1 | remaining: 57600s    
step 00001 (0.0%) | loss: 5.706109 | lrm: 1.00 | dt: 6447ms | tok/sec: 20,331 | mfu: 10.4% | epoch: 1 | remaining: 57600s    
step 00002 (0.0%) | loss: 5.004106 | lrm: 1.00 | dt: 6523ms | tok/sec: 20,092 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00003 (0.0%) | loss: 4.528490 | lrm: 1.00 | dt: 6509ms | tok/sec: 20,138 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00004 (0.0%) | loss: 4.191998 | lrm: 1.00 | dt: 6530ms | tok/sec: 20,070 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00005 (0.0%) | loss: 3.890610 | lrm: 1.00 | dt: 6513ms | tok/sec: 20,123 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00006 (0.0%) | loss: 3.792015 | lrm: 1.00 | dt: 6543ms | tok/sec: 20,033 | mfu: 10.2% | epoch: 1 | remaining: 57600s    
step 00007 (0.0%) | loss: 3.660264 | lrm: 1.00 | dt: 6530ms | tok/sec: 20,072 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00008 (0.0%) | loss: 3.527864 | lrm: 1.00 | dt: 6554ms | tok/sec: 19,999 | mfu: 10.2% | epoch: 1 | remaining: 57600s    
step 00009 (0.0%) | loss: 3.461339 | lrm: 1.00 | dt: 6544ms | tok/sec: 20,028 | mfu: 10.2% | epoch: 1 | remaining: 57600s    
step 00010 (0.0%) | loss: 3.375431 | lrm: 1.00 | dt: 6548ms | tok/sec: 20,017 | mfu: 10.2% | epoch: 1 | remaining: 57600s    
step 00011 (0.0%) | loss: 3.314101 | lrm: 1.00 | dt: 6558ms | tok/sec: 19,986 | mfu: 10.2% | epoch: 1 | remaining: 57593s    
step 00012 (0.0%) | loss: 3.245466 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,920 | mfu: 10.2% | epoch: 1 | remaining: 57587s    
step 00013 (0.0%) | loss: 3.189693 | lrm: 1.00 | dt: 6557ms | tok/sec: 19,990 | mfu: 10.2% | epoch: 1 | remaining: 57580s    
step 00014 (0.0%) | loss: 3.131196 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,919 | mfu: 10.2% | epoch: 1 | remaining: 57574s    
step 00015 (0.0%) | loss: 3.087185 | lrm: 1.00 | dt: 6575ms | tok/sec: 19,935 | mfu: 10.2% | epoch: 1 | remaining: 57567s    
step 00016 (0.1%) | loss: 3.018718 | lrm: 1.00 | dt: 6586ms | tok/sec: 19,901 | mfu: 10.2% | epoch: 1 | remaining: 57561s    
step 00017 (0.1%) | loss: 2.955253 | lrm: 1.00 | dt: 6574ms | tok/sec: 19,937 | mfu: 10.2% | epoch: 1 | remaining: 57554s    
step 00018 (0.1%) | loss: 2.892427 | lrm: 1.00 | dt: 6575ms | tok/sec: 19,934 | mfu: 10.2% | epoch: 1 | remaining: 57547s    
step 00043 (0.4%) | loss: 1.785542 | lrm: 1.00 | dt: 6577ms | tok/sec: 19,927 | mfu: 10.2% | epoch: 1 | remaining: 57383s    
step 00044 (0.4%) | loss: 1.777229 | lrm: 1.00 | dt: 6586ms | tok/sec: 19,901 | mfu: 10.2% | epoch: 1 | remaining: 57376s    
step 00045 (0.4%) | loss: 1.770965 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,922 | mfu: 10.2% | epoch: 1 | remaining: 57370s    
step 00046 (0.4%) | loss: 1.748517 | lrm: 1.00 | dt: 6573ms | tok/sec: 19,940 | mfu: 10.2% | epoch: 1 | remaining: 57363s    
step 00047 (0.4%) | loss: 1.718887 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,919 | mfu: 10.2% | epoch: 1 | remaining: 57357s    
step 00048 (0.4%) | loss: 1.664078 | lrm: 1.00 | dt: 6589ms | tok/sec: 19,891 | mfu: 10.2% | epoch: 1 | remaining: 57350s    
step 00049 (0.4%) | loss: 1.663569 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,911 | mfu: 10.2% | epoch: 1 | remaining: 57343s    
step 00050 (0.4%) | loss: 1.661192 | lrm: 1.00 | dt: 6586ms | tok/sec: 19,900 | mfu: 10.2% | epoch: 1 | remaining: 57337s    
step 00051 (0.5%) | loss: 1.665902 | lrm: 1.00 | dt: 6574ms | tok/sec: 19,937 | mfu: 10.2% | epoch: 1 | remaining: 57330s    
step 00052 (0.5%) | loss: 1.657575 | lrm: 1.00 | dt: 6582ms | tok/sec: 19,912 | mfu: 10.2% | epoch: 1 | remaining: 57324s    
step 00053 (0.5%) | loss: 1.640928 | lrm: 1.00 | dt: 6586ms | tok/sec: 19,900 | mfu: 10.2% | epoch: 1 | remaining: 57317s    
step 00054 (0.5%) | loss: 1.648712 | lrm: 1.00 | dt: 6575ms | tok/sec: 19,934 | mfu: 10.2% | epoch: 1 | remaining: 57311s    
step 00055 (0.5%) | loss: 1.643799 | lrm: 1.00 | dt: 6605ms | tok/sec: 19,843 | mfu: 10.2% | epoch: 1 | remaining: 57304s    
step 00056 (0.5%) | loss: 1.609115 | lrm: 1.00 | dt: 6593ms | tok/sec: 19,881 | mfu: 10.2% | epoch: 1 | remaining: 57297s    
step 00057 (0.5%) | loss: 1.616538 | lrm: 1.00 | dt: 6586ms | tok/sec: 19,901 | mfu: 10.2% | epoch: 1 | remaining: 57291s    
step 00058 (0.5%) | loss: 1.612879 | lrm: 1.00 | dt: 6595ms | tok/sec: 19,875 | mfu: 10.2% | epoch: 1 | remaining: 57284s    
step 00059 (0.5%) | loss: 1.617912 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,911 | mfu: 10.2% | epoch: 1 | remaining: 57278s    
step 00060 (0.6%) | loss: 1.611304 | lrm: 1.00 | dt: 6578ms | tok/sec: 19,925 | mfu: 10.2% | epoch: 1 | remaining: 57271s    
step 00061 (0.6%) | loss: 1.606119 | lrm: 1.00 | dt: 6594ms | tok/sec: 19,876 | mfu: 10.2% | epoch: 1 | remaining: 57264s    
step 00062 (0.6%) | loss: 1.590130 | lrm: 1.00 | dt: 6622ms | tok/sec: 19,792 | mfu: 10.1% | epoch: 1 | remaining: 57258s    
step 00063 (0.6%) | loss: 1.576543 | lrm: 1.00 | dt: 6611ms | tok/sec: 19,825 | mfu: 10.1% | epoch: 1 | remaining: 57251s    
step 00064 (0.6%) | loss: 1.568037 | lrm: 1.00 | dt: 6590ms | tok/sec: 19,888 | mfu: 10.2% | epoch: 1 | remaining: 57245s    
step 00065 (0.6%) | loss: 1.564277 | lrm: 1.00 | dt: 6597ms | tok/sec: 19,867 | mfu: 10.2% | epoch: 1 | remaining: 57238s    
step 00066 (0.6%) | loss: 1.548954 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,911 | mfu: 10.2% | epoch: 1 | remaining: 57231s    
step 00067 (0.6%) | loss: 1.505467 | lrm: 1.00 | dt: 6594ms | tok/sec: 19,877 | mfu: 10.2% | epoch: 1 | remaining: 57225s    
step 00068 (0.7%) | loss: 1.519566 | lrm: 1.00 | dt: 6573ms | tok/sec: 19,940 | mfu: 10.2% | epoch: 1 | remaining: 57218s    
step 00069 (0.7%) | loss: 1.527510 | lrm: 1.00 | dt: 6593ms | tok/sec: 19,881 | mfu: 10.2% | epoch: 1 | remaining: 57212s    
step 00070 (0.7%) | loss: 1.517684 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,923 | mfu: 10.2% | epoch: 1 | remaining: 57205s    
step 00071 (0.7%) | loss: 1.503083 | lrm: 1.00 | dt: 6593ms | tok/sec: 19,881 | mfu: 10.2% | epoch: 1 | remaining: 57198s    
step 00072 (0.7%) | loss: 1.492435 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,919 | mfu: 10.2% | epoch: 1 | remaining: 57192s    
step 00073 (0.7%) | loss: 1.496275 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,910 | mfu: 10.2% | epoch: 1 | remaining: 57185s    
step 00074 (0.7%) | loss: 1.482946 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,911 | mfu: 10.2% | epoch: 1 | remaining: 57179s    
step 00075 (0.7%) | loss: 1.457130 | lrm: 1.00 | dt: 6588ms | tok/sec: 19,895 | mfu: 10.2% | epoch: 1 | remaining: 57172s    
step 00076 (0.7%) | loss: 1.452361 | lrm: 1.00 | dt: 6565ms | tok/sec: 19,965 | mfu: 10.2% | epoch: 1 | remaining: 57166s    
step 00077 (0.8%) | loss: 1.422992 | lrm: 1.00 | dt: 6573ms | tok/sec: 19,942 | mfu: 10.2% | epoch: 1 | remaining: 57159s    
step 00078 (0.8%) | loss: 1.394257 | lrm: 1.00 | dt: 6561ms | tok/sec: 19,977 | mfu: 10.2% | epoch: 1 | remaining: 57152s    
step 00079 (0.8%) | loss: 1.372219 | lrm: 1.00 | dt: 6591ms | tok/sec: 19,887 | mfu: 10.2% | epoch: 1 | remaining: 57146s    
step 00080 (0.8%) | loss: 1.378495 | lrm: 1.00 | dt: 6575ms | tok/sec: 19,933 | mfu: 10.2% | epoch: 1 | remaining: 57139s    
step 00081 (0.8%) | loss: 1.393059 | lrm: 1.00 | dt: 6581ms | tok/sec: 19,916 | mfu: 10.2% | epoch: 1 | remaining: 57133s    
step 00082 (0.8%) | loss: 1.412683 | lrm: 1.00 | dt: 6588ms | tok/sec: 19,896 | mfu: 10.2% | epoch: 1 | remaining: 57126s    
step 00083 (0.8%) | loss: 1.407474 | lrm: 1.00 | dt: 6574ms | tok/sec: 19,938 | mfu: 10.2% | epoch: 1 | remaining: 57120s    
step 00084 (0.8%) | loss: 1.416050 | lrm: 1.00 | dt: 6570ms | tok/sec: 19,949 | mfu: 10.2% | epoch: 1 | remaining: 57113s    
step 00085 (0.8%) | loss: 1.410802 | lrm: 1.00 | dt: 6574ms | tok/sec: 19,937 | mfu: 10.2% | epoch: 1 | remaining: 57106s    
step 00086 (0.9%) | loss: 1.406072 | lrm: 1.00 | dt: 6571ms | tok/sec: 19,945 | mfu: 10.2% | epoch: 1 | remaining: 57100s    
step 00087 (0.9%) | loss: 1.399769 | lrm: 1.00 | dt: 6572ms | tok/sec: 19,944 | mfu: 10.2% | epoch: 1 | remaining: 57093s    
step 00088 (0.9%) | loss: 1.383253 | lrm: 1.00 | dt: 6587ms | tok/sec: 19,897 | mfu: 10.2% | epoch: 1 | remaining: 57087s    
step 00089 (0.9%) | loss: 1.367722 | lrm: 1.00 | dt: 6588ms | tok/sec: 19,894 | mfu: 10.2% | epoch: 1 | remaining: 57080s    
step 00090 (0.9%) | loss: 1.348946 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,918 | mfu: 10.2% | epoch: 1 | remaining: 57073s    
step 00091 (0.9%) | loss: 1.353662 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,923 | mfu: 10.2% | epoch: 1 | remaining: 57067s    
step 00092 (0.9%) | loss: 1.358269 | lrm: 1.00 | dt: 6573ms | tok/sec: 19,939 | mfu: 10.2% | epoch: 1 | remaining: 57060s    
step 00093 (0.9%) | loss: 1.365114 | lrm: 1.00 | dt: 6572ms | tok/sec: 19,943 | mfu: 10.2% | epoch: 1 | remaining: 57054s    
step 00094 (0.9%) | loss: 1.359977 | lrm: 1.00 | dt: 6592ms | tok/sec: 19,882 | mfu: 10.2% | epoch: 1 | remaining: 57047s    
step 00095 (1.0%) | loss: 1.357346 | lrm: 1.00 | dt: 6573ms | tok/sec: 19,940 | mfu: 10.2% | epoch: 1 | remaining: 57041s    
step 00096 (1.0%) | loss: 1.360581 | lrm: 1.00 | dt: 6571ms | tok/sec: 19,947 | mfu: 10.2% | epoch: 1 | remaining: 57034s    
step 00097 (1.0%) | loss: 1.327407 | lrm: 1.00 | dt: 6567ms | tok/sec: 19,959 | mfu: 10.2% | epoch: 1 | remaining: 57027s    
step 00098 (1.0%) | loss: 1.333822 | lrm: 1.00 | dt: 6576ms | tok/sec: 19,932 | mfu: 10.2% | epoch: 1 | remaining: 57021s    
step 00099 (1.0%) | loss: 1.319146 | lrm: 1.00 | dt: 6594ms | tok/sec: 19,876 | mfu: 10.2% | epoch: 1 | remaining: 57014s    
step 00100 (1.0%) | loss: 1.326396 | lrm: 1.00 | dt: 6589ms | tok/sec: 19,891 | mfu: 10.2% | epoch: 1 | remaining: 57008s    
step 00101 (1.0%) | loss: 1.328733 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,920 | mfu: 10.2% | epoch: 1 | remaining: 57001s    
step 00102 (1.0%) | loss: 1.326607 | lrm: 1.00 | dt: 6589ms | tok/sec: 19,893 | mfu: 10.2% | epoch: 1 | remaining: 56995s    
step 00103 (1.1%) | loss: 1.341316 | lrm: 1.00 | dt: 6569ms | tok/sec: 19,952 | mfu: 10.2% | epoch: 1 | remaining: 56988s    
step 00104 (1.1%) | loss: 1.344528 | lrm: 1.00 | dt: 6569ms | tok/sec: 19,953 | mfu: 10.2% | epoch: 1 | remaining: 56981s    
step 00105 (1.1%) | loss: 1.318913 | lrm: 1.00 | dt: 6573ms | tok/sec: 19,939 | mfu: 10.2% | epoch: 1 | remaining: 56975s    
step 00106 (1.1%) | loss: 1.301917 | lrm: 1.00 | dt: 6592ms | tok/sec: 19,884 | mfu: 10.2% | epoch: 1 | remaining: 56968s    
step 00107 (1.1%) | loss: 1.300518 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,922 | mfu: 10.2% | epoch: 1 | remaining: 56962s    
step 00108 (1.1%) | loss: 1.283377 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,921 | mfu: 10.2% | epoch: 1 | remaining: 56955s    
step 00109 (1.1%) | loss: 1.267306 | lrm: 1.00 | dt: 6584ms | tok/sec: 19,906 | mfu: 10.2% | epoch: 1 | remaining: 56948s    
step 00110 (1.1%) | loss: 1.276106 | lrm: 1.00 | dt: 6578ms | tok/sec: 19,924 | mfu: 10.2% | epoch: 1 | remaining: 56942s    
step 00111 (1.1%) | loss: 1.266497 | lrm: 1.00 | dt: 6610ms | tok/sec: 19,829 | mfu: 10.1% | epoch: 1 | remaining: 56935s    
step 00112 (1.2%) | loss: 1.277779 | lrm: 1.00 | dt: 6581ms | tok/sec: 19,915 | mfu: 10.2% | epoch: 1 | remaining: 56929s    
step 00113 (1.2%) | loss: 1.269588 | lrm: 1.00 | dt: 6562ms | tok/sec: 19,974 | mfu: 10.2% | epoch: 1 | remaining: 56922s    
step 00114 (1.2%) | loss: 1.250266 | lrm: 1.00 | dt: 6577ms | tok/sec: 19,928 | mfu: 10.2% | epoch: 1 | remaining: 56916s    
step 00115 (1.2%) | loss: 1.246206 | lrm: 1.00 | dt: 6581ms | tok/sec: 19,915 | mfu: 10.2% | epoch: 1 | remaining: 56909s    
step 00116 (1.2%) | loss: 1.233819 | lrm: 1.00 | dt: 6582ms | tok/sec: 19,912 | mfu: 10.2% | epoch: 1 | remaining: 56902s    
step 00117 (1.2%) | loss: 1.220544 | lrm: 1.00 | dt: 6584ms | tok/sec: 19,907 | mfu: 10.2% | epoch: 1 | remaining: 56896s    
step 00118 (1.2%) | loss: 1.245589 | lrm: 1.00 | dt: 6585ms | tok/sec: 19,903 | mfu: 10.2% | epoch: 1 | remaining: 56889s    
step 00119 (1.2%) | loss: 1.241694 | lrm: 1.00 | dt: 6571ms | tok/sec: 19,947 | mfu: 10.2% | epoch: 1 | remaining: 56883s    
step 00120 (1.2%) | loss: 1.254304 | lrm: 1.00 | dt: 6576ms | tok/sec: 19,931 | mfu: 10.2% | epoch: 1 | remaining: 56876s    
step 00121 (1.3%) | loss: 1.259050 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,911 | mfu: 10.2% | epoch: 1 | remaining: 56869s    
step 00122 (1.3%) | loss: 1.261752 | lrm: 1.00 | dt: 6567ms | tok/sec: 19,958 | mfu: 10.2% | epoch: 1 | remaining: 56863s    
step 00123 (1.3%) | loss: 1.269687 | lrm: 1.00 | dt: 6576ms | tok/sec: 19,932 | mfu: 10.2% | epoch: 1 | remaining: 56856s    
step 00124 (1.3%) | loss: 1.255857 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,921 | mfu: 10.2% | epoch: 1 | remaining: 56850s    
step 00125 (1.3%) | loss: 1.234405 | lrm: 1.00 | dt: 6586ms | tok/sec: 19,902 | mfu: 10.2% | epoch: 1 | remaining: 56843s    
step 00126 (1.3%) | loss: 1.215769 | lrm: 1.00 | dt: 6593ms | tok/sec: 19,880 | mfu: 10.2% | epoch: 1 | remaining: 56837s    
step 00127 (1.3%) | loss: 1.219473 | lrm: 1.00 | dt: 6571ms | tok/sec: 19,947 | mfu: 10.2% | epoch: 1 | remaining: 56830s    
step 00128 (1.3%) | loss: 1.216858 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,921 | mfu: 10.2% | epoch: 1 | remaining: 56823s    
step 00129 (1.3%) | loss: 1.212901 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,911 | mfu: 10.2% | epoch: 1 | remaining: 56817s    
step 00130 (1.4%) | loss: 1.207210 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,922 | mfu: 10.2% | epoch: 1 | remaining: 56810s    
step 00131 (1.4%) | loss: 1.208796 | lrm: 1.00 | dt: 6583ms | tok/sec: 19,909 | mfu: 10.2% | epoch: 1 | remaining: 56804s    
step 00132 (1.4%) | loss: 1.189823 | lrm: 1.00 | dt: 6566ms | tok/sec: 19,961 | mfu: 10.2% | epoch: 1 | remaining: 56797s    
step 00133 (1.4%) | loss: 1.165832 | lrm: 1.00 | dt: 6578ms | tok/sec: 19,925 | mfu: 10.2% | epoch: 1 | remaining: 56791s    
step 00134 (1.4%) | loss: 1.152520 | lrm: 1.00 | dt: 6588ms | tok/sec: 19,896 | mfu: 10.2% | epoch: 1 | remaining: 56784s    
step 00135 (1.4%) | loss: 1.136631 | lrm: 1.00 | dt: 6591ms | tok/sec: 19,887 | mfu: 10.2% | epoch: 1 | remaining: 56777s    
step 00136 (1.4%) | loss: 1.137303 | lrm: 1.00 | dt: 6587ms | tok/sec: 19,899 | mfu: 10.2% | epoch: 1 | remaining: 56771s    
step 00137 (1.4%) | loss: 1.137201 | lrm: 1.00 | dt: 6594ms | tok/sec: 19,878 | mfu: 10.2% | epoch: 1 | remaining: 56764s    
step 00138 (1.5%) | loss: 1.146355 | lrm: 1.00 | dt: 6579ms | tok/sec: 19,922 | mfu: 10.2% | epoch: 1 | remaining: 56758s    
step 00139 (1.5%) | loss: 1.158616 | lrm: 1.00 | dt: 6588ms | tok/sec: 19,895 | mfu: 10.2% | epoch: 1 | remaining: 56751s    
step 00140 (1.5%) | loss: 1.155902 | lrm: 1.00 | dt: 6580ms | tok/sec: 19,920 | mfu: 10.2% | epoch: 1 | remaining: 56744s    
step 00141 (1.5%) | loss: 1.160032 | lrm: 1.00 | dt: 6572ms | tok/sec: 19,945 | mfu: 10.2% | epoch: 1 | remaining: 56738s    
step 00142 (1.5%) | loss: 1.149823 | lrm: 1.00 | dt: 6585ms | tok/sec: 19,904 | mfu: 10.2% | epoch: 1 | remaining: 56731s    
step 00143 (1.5%) | loss: 1.155306 | lrm: 1.00 | dt: 6585ms | tok/sec: 19,904 | mfu: 10.2% | epoch: 1 | remaining: 56725s    
