Logging to /home/jonathan/Documents/projects/autoresearch/runs/run_008/run.log
Initial config written to /home/jonathan/Documents/projects/autoresearch/runs/run_008/config.json
Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 341
Model config: {'sequence_len': 2048, 'vocab_size': 341, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 196,416
  value_embeds            : 1,178,496
  lm_head                 : 196,416
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,348,824
Estimated FLOPs per token: 3.940116e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
ROCm: patched InductorBenchmarker (ZeroDivisionError fix)
torch.compile: enabled
Loading checkpoint from /home/jonathan/Documents/projects/autoresearch/runs/run_006/checkpoint.pt...
  Resumed model + optimizer from step 1446, val_bpb=0.7836468122943754
Time budget: 7200s
Gradient accumulation steps: 1

step 01446 (0.0%) | loss: 0.053637 | lrm: 1.00 | dt: 380230ms | tok/sec: 344 | mfu: 0.1% | epoch: 1 | remaining: 6820s    
step 01447 (5.3%) | loss: 0.110293 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,854 | mfu: 11.6% | epoch: 1 | remaining: 6817s    
step 01448 (5.3%) | loss: 0.147658 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,035 | mfu: 11.6% | epoch: 1 | remaining: 6813s    
step 01449 (5.4%) | loss: 0.180453 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,013 | mfu: 11.6% | epoch: 1 | remaining: 6810s    
step 01450 (5.4%) | loss: 0.203196 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,963 | mfu: 11.6% | epoch: 1 | remaining: 6807s    
step 01451 (5.5%) | loss: 0.240315 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,020 | mfu: 11.6% | epoch: 1 | remaining: 6804s    
step 01452 (5.5%) | loss: 0.259399 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6801s    
step 01453 (5.5%) | loss: 0.297132 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,033 | mfu: 11.6% | epoch: 1 | remaining: 6797s    
step 01454 (5.6%) | loss: 0.309170 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,041 | mfu: 11.6% | epoch: 1 | remaining: 6794s    
step 01455 (5.6%) | loss: 0.319749 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6791s    
step 01456 (5.7%) | loss: 0.345205 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,012 | mfu: 11.6% | epoch: 1 | remaining: 6788s    
step 01457 (5.7%) | loss: 0.370639 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6785s    
step 01458 (5.8%) | loss: 0.372696 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,937 | mfu: 11.6% | epoch: 1 | remaining: 6781s    
step 01459 (5.8%) | loss: 0.382364 | lrm: 1.00 | dt: 3193ms | tok/sec: 41,048 | mfu: 11.6% | epoch: 1 | remaining: 6778s    
step 01460 (5.9%) | loss: 0.403246 | lrm: 1.00 | dt: 3190ms | tok/sec: 41,086 | mfu: 11.6% | epoch: 1 | remaining: 6775s    
step 01461 (5.9%) | loss: 0.423464 | lrm: 1.00 | dt: 3191ms | tok/sec: 41,071 | mfu: 11.6% | epoch: 1 | remaining: 6772s    
step 01462 (5.9%) | loss: 0.450247 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,007 | mfu: 11.6% | epoch: 1 | remaining: 6769s    
step 01463 (6.0%) | loss: 0.458845 | lrm: 1.00 | dt: 3198ms | tok/sec: 40,990 | mfu: 11.6% | epoch: 1 | remaining: 6765s    
step 01464 (6.0%) | loss: 0.465449 | lrm: 1.00 | dt: 3188ms | tok/sec: 41,115 | mfu: 11.6% | epoch: 1 | remaining: 6762s    
step 01465 (6.1%) | loss: 0.463698 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,039 | mfu: 11.6% | epoch: 1 | remaining: 6759s    
step 01466 (6.1%) | loss: 0.466260 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,027 | mfu: 11.6% | epoch: 1 | remaining: 6756s    
step 01494 (7.4%) | loss: 0.570968 | lrm: 1.00 | dt: 3199ms | tok/sec: 40,975 | mfu: 11.6% | epoch: 1 | remaining: 6666s    
step 01495 (7.4%) | loss: 0.569407 | lrm: 1.00 | dt: 3199ms | tok/sec: 40,974 | mfu: 11.6% | epoch: 1 | remaining: 6663s    
step 01496 (7.5%) | loss: 0.561341 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,950 | mfu: 11.6% | epoch: 1 | remaining: 6660s    
step 01497 (7.5%) | loss: 0.556347 | lrm: 1.00 | dt: 3189ms | tok/sec: 41,107 | mfu: 11.6% | epoch: 1 | remaining: 6657s    
step 01498 (7.5%) | loss: 0.568035 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,948 | mfu: 11.6% | epoch: 1 | remaining: 6654s    
step 01499 (7.6%) | loss: 0.624862 | lrm: 1.00 | dt: 3190ms | tok/sec: 41,082 | mfu: 11.6% | epoch: 1 | remaining: 6650s    
step 01500 (7.6%) | loss: 0.615848 | lrm: 1.00 | dt: 3192ms | tok/sec: 41,059 | mfu: 11.6% | epoch: 1 | remaining: 6647s    
step 01501 (7.7%) | loss: 0.617910 | lrm: 1.00 | dt: 3193ms | tok/sec: 41,055 | mfu: 11.6% | epoch: 1 | remaining: 6644s    
step 01502 (7.7%) | loss: 0.618971 | lrm: 1.00 | dt: 3190ms | tok/sec: 41,084 | mfu: 11.6% | epoch: 1 | remaining: 6641s    
step 01503 (7.8%) | loss: 0.600668 | lrm: 1.00 | dt: 3203ms | tok/sec: 40,926 | mfu: 11.6% | epoch: 1 | remaining: 6638s    
step 01504 (7.8%) | loss: 0.589341 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,042 | mfu: 11.6% | epoch: 1 | remaining: 6634s    
step 01505 (7.9%) | loss: 0.594869 | lrm: 1.00 | dt: 3199ms | tok/sec: 40,975 | mfu: 11.6% | epoch: 1 | remaining: 6631s    
step 01506 (7.9%) | loss: 0.618044 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,043 | mfu: 11.6% | epoch: 1 | remaining: 6628s    
step 01507 (7.9%) | loss: 0.617292 | lrm: 1.00 | dt: 3191ms | tok/sec: 41,073 | mfu: 11.6% | epoch: 1 | remaining: 6625s    
step 01508 (8.0%) | loss: 0.611785 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,878 | mfu: 11.6% | epoch: 1 | remaining: 6622s    
step 01509 (8.0%) | loss: 0.607814 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,033 | mfu: 11.6% | epoch: 1 | remaining: 6618s    
step 01510 (8.1%) | loss: 0.591472 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,914 | mfu: 11.6% | epoch: 1 | remaining: 6615s    
step 01511 (8.1%) | loss: 0.581664 | lrm: 1.00 | dt: 3192ms | tok/sec: 41,066 | mfu: 11.6% | epoch: 1 | remaining: 6612s    
step 01512 (8.2%) | loss: 0.576396 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,011 | mfu: 11.6% | epoch: 1 | remaining: 6609s    
step 01513 (8.2%) | loss: 0.566355 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,005 | mfu: 11.6% | epoch: 1 | remaining: 6606s    
step 01514 (8.3%) | loss: 0.555895 | lrm: 1.00 | dt: 3189ms | tok/sec: 41,105 | mfu: 11.6% | epoch: 1 | remaining: 6602s    
step 01515 (8.3%) | loss: 0.558608 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,008 | mfu: 11.6% | epoch: 1 | remaining: 6599s    
step 01516 (8.3%) | loss: 0.596535 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,042 | mfu: 11.6% | epoch: 1 | remaining: 6596s    
step 01517 (8.4%) | loss: 0.613038 | lrm: 1.00 | dt: 3198ms | tok/sec: 40,988 | mfu: 11.6% | epoch: 1 | remaining: 6593s    
step 01518 (8.4%) | loss: 0.623517 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,033 | mfu: 11.6% | epoch: 1 | remaining: 6590s    
step 01519 (8.5%) | loss: 0.632078 | lrm: 1.00 | dt: 3193ms | tok/sec: 41,051 | mfu: 11.6% | epoch: 1 | remaining: 6586s    
step 01520 (8.5%) | loss: 0.636020 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,012 | mfu: 11.6% | epoch: 1 | remaining: 6583s    
step 01521 (8.6%) | loss: 0.611197 | lrm: 1.00 | dt: 3199ms | tok/sec: 40,968 | mfu: 11.6% | epoch: 1 | remaining: 6580s    
step 01522 (8.6%) | loss: 0.613948 | lrm: 1.00 | dt: 3192ms | tok/sec: 41,062 | mfu: 11.6% | epoch: 1 | remaining: 6577s    
step 01523 (8.7%) | loss: 0.611378 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,948 | mfu: 11.6% | epoch: 1 | remaining: 6574s    
step 01524 (8.7%) | loss: 0.622088 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,914 | mfu: 11.6% | epoch: 1 | remaining: 6570s    
step 01525 (8.7%) | loss: 0.614919 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,879 | mfu: 11.6% | epoch: 1 | remaining: 6567s    
step 01526 (8.8%) | loss: 0.604075 | lrm: 1.00 | dt: 3215ms | tok/sec: 40,766 | mfu: 11.5% | epoch: 1 | remaining: 6564s    
step 01527 (8.8%) | loss: 0.594761 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,862 | mfu: 11.6% | epoch: 1 | remaining: 6561s    
step 01528 (8.9%) | loss: 0.603149 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,931 | mfu: 11.6% | epoch: 1 | remaining: 6558s    
step 01529 (8.9%) | loss: 0.598944 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,962 | mfu: 11.6% | epoch: 1 | remaining: 6554s    
step 01530 (9.0%) | loss: 0.586174 | lrm: 1.00 | dt: 3220ms | tok/sec: 40,711 | mfu: 11.5% | epoch: 1 | remaining: 6551s    
step 01531 (9.0%) | loss: 0.580426 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,852 | mfu: 11.6% | epoch: 1 | remaining: 6548s    
step 01532 (9.1%) | loss: 0.584194 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,911 | mfu: 11.6% | epoch: 1 | remaining: 6545s    
step 01533 (9.1%) | loss: 0.569671 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,959 | mfu: 11.6% | epoch: 1 | remaining: 6542s    
step 01534 (9.1%) | loss: 0.556599 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,900 | mfu: 11.6% | epoch: 1 | remaining: 6538s    
step 01535 (9.2%) | loss: 0.571670 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,955 | mfu: 11.6% | epoch: 1 | remaining: 6535s    
step 01536 (9.2%) | loss: 0.565536 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,859 | mfu: 11.6% | epoch: 1 | remaining: 6532s    
step 01537 (9.3%) | loss: 0.580147 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,864 | mfu: 11.6% | epoch: 1 | remaining: 6529s    
step 01538 (9.3%) | loss: 0.577461 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,854 | mfu: 11.6% | epoch: 1 | remaining: 6526s    
step 01539 (9.4%) | loss: 0.573946 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,879 | mfu: 11.6% | epoch: 1 | remaining: 6522s    
step 01540 (9.4%) | loss: 0.568435 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,889 | mfu: 11.6% | epoch: 1 | remaining: 6519s    
step 01541 (9.5%) | loss: 0.558616 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,784 | mfu: 11.5% | epoch: 1 | remaining: 6516s    
step 01542 (9.5%) | loss: 0.572580 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,814 | mfu: 11.5% | epoch: 1 | remaining: 6513s    
step 01543 (9.5%) | loss: 0.577553 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,958 | mfu: 11.6% | epoch: 1 | remaining: 6510s    
step 01544 (9.6%) | loss: 0.575959 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,870 | mfu: 11.6% | epoch: 1 | remaining: 6506s    
step 01545 (9.6%) | loss: 0.572929 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,900 | mfu: 11.6% | epoch: 1 | remaining: 6503s    
step 01546 (9.7%) | loss: 0.579321 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,888 | mfu: 11.6% | epoch: 1 | remaining: 6500s    
step 01547 (9.7%) | loss: 0.577609 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,875 | mfu: 11.6% | epoch: 1 | remaining: 6497s    
step 01548 (9.8%) | loss: 0.576824 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,870 | mfu: 11.6% | epoch: 1 | remaining: 6494s    
step 01549 (9.8%) | loss: 0.563619 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,855 | mfu: 11.6% | epoch: 1 | remaining: 6490s    
step 01550 (9.9%) | loss: 0.562234 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,952 | mfu: 11.6% | epoch: 1 | remaining: 6487s    
step 01551 (9.9%) | loss: 0.574370 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,835 | mfu: 11.6% | epoch: 1 | remaining: 6484s    
step 01552 (9.9%) | loss: 0.570318 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,876 | mfu: 11.6% | epoch: 1 | remaining: 6481s    
step 01553 (10.0%) | loss: 0.582953 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,835 | mfu: 11.6% | epoch: 1 | remaining: 6477s    
step 01554 (10.0%) | loss: 0.590630 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,878 | mfu: 11.6% | epoch: 1 | remaining: 6474s    
step 01555 (10.1%) | loss: 0.590117 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,909 | mfu: 11.6% | epoch: 1 | remaining: 6471s    
step 01556 (10.1%) | loss: 0.654663 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,885 | mfu: 11.6% | epoch: 1 | remaining: 6468s    
step 01557 (10.2%) | loss: 0.677144 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,911 | mfu: 11.6% | epoch: 1 | remaining: 6465s    
step 01558 (10.2%) | loss: 0.676841 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,903 | mfu: 11.6% | epoch: 1 | remaining: 6461s    
step 01559 (10.3%) | loss: 0.651931 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,810 | mfu: 11.5% | epoch: 1 | remaining: 6458s    
step 01560 (10.3%) | loss: 0.636039 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,809 | mfu: 11.5% | epoch: 1 | remaining: 6455s    
step 01561 (10.3%) | loss: 0.614464 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,833 | mfu: 11.5% | epoch: 1 | remaining: 6452s    
step 01562 (10.4%) | loss: 0.618338 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,954 | mfu: 11.6% | epoch: 1 | remaining: 6449s    
step 01563 (10.4%) | loss: 0.621919 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,900 | mfu: 11.6% | epoch: 1 | remaining: 6445s    
step 01564 (10.5%) | loss: 0.606023 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,826 | mfu: 11.5% | epoch: 1 | remaining: 6442s    
step 01565 (10.5%) | loss: 0.608709 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,818 | mfu: 11.5% | epoch: 1 | remaining: 6439s    
step 01566 (10.6%) | loss: 0.605375 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,799 | mfu: 11.5% | epoch: 1 | remaining: 6436s    
step 01567 (10.6%) | loss: 0.596134 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,833 | mfu: 11.5% | epoch: 1 | remaining: 6433s    
step 01568 (10.7%) | loss: 0.597110 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,778 | mfu: 11.5% | epoch: 1 | remaining: 6429s    
step 01569 (10.7%) | loss: 0.587546 | lrm: 1.00 | dt: 3223ms | tok/sec: 40,669 | mfu: 11.5% | epoch: 1 | remaining: 6426s    
step 01570 (10.7%) | loss: 0.586847 | lrm: 1.00 | dt: 3203ms | tok/sec: 40,921 | mfu: 11.6% | epoch: 1 | remaining: 6423s    
step 01571 (10.8%) | loss: 0.600409 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,817 | mfu: 11.5% | epoch: 1 | remaining: 6420s    
step 01572 (10.8%) | loss: 0.582776 | lrm: 1.00 | dt: 3216ms | tok/sec: 40,754 | mfu: 11.5% | epoch: 1 | remaining: 6417s    
step 01573 (10.9%) | loss: 0.566499 | lrm: 1.00 | dt: 3217ms | tok/sec: 40,747 | mfu: 11.5% | epoch: 1 | remaining: 6413s    
step 01574 (10.9%) | loss: 0.555657 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,872 | mfu: 11.6% | epoch: 1 | remaining: 6410s    
step 01575 (11.0%) | loss: 0.534410 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,806 | mfu: 11.5% | epoch: 1 | remaining: 6407s    
step 01576 (11.0%) | loss: 0.536159 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,872 | mfu: 11.6% | epoch: 1 | remaining: 6404s    
step 01577 (11.1%) | loss: 0.542424 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,878 | mfu: 11.6% | epoch: 1 | remaining: 6400s    
step 01578 (11.1%) | loss: 0.539600 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,858 | mfu: 11.6% | epoch: 1 | remaining: 6397s    
step 01579 (11.1%) | loss: 0.539688 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,934 | mfu: 11.6% | epoch: 1 | remaining: 6394s    
step 01580 (11.2%) | loss: 0.529245 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,844 | mfu: 11.6% | epoch: 1 | remaining: 6391s    
step 01581 (11.2%) | loss: 0.544963 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,794 | mfu: 11.5% | epoch: 1 | remaining: 6388s    
step 01582 (11.3%) | loss: 0.537628 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,859 | mfu: 11.6% | epoch: 1 | remaining: 6384s    
step 01583 (11.3%) | loss: 0.556833 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,861 | mfu: 11.6% | epoch: 1 | remaining: 6381s    
step 01584 (11.4%) | loss: 0.545781 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,942 | mfu: 11.6% | epoch: 1 | remaining: 6378s    
step 01585 (11.4%) | loss: 0.536304 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,887 | mfu: 11.6% | epoch: 1 | remaining: 6375s    
